ndata87,cdata94,bdata47,cdata21,cdata98,ndata27,bdata86,cdata15,bdata14,cdata1,cdata61,cdata88,cdata19,cdata59,bdata60,ndata70,bdata16,cdata73,bdata38,cdata11,bdata24,ndata22,bdata50,cdata68,bdata90,bdata15,bdata31,ndata12,bdata64,ndata36,bdata10,ndata50,bdata4,cdata6,cdata76,bdata32,ndata33,cdata92,cdata71,bdata26,cdata20,cdata43,ndata81,bdata92,bdata81,bdata73,cdata33,ndata41,ndata31,ndata3,ndata9,bdata75,bdata70,bdata82,cdata82,bdata28,ndata76,bdata33,cdata52,cdata55,bdata61,bdata17,cdata96,ndata94,bdata43,cdata25,ndata4,cdata2,cdata77,bdata88,ndata47,cdata67,bdata37,cdata54,ndata61,ndata44,ndata29,bdata58,cdata28,cdata5,cdata38,cdata100,bdata80,ndata90,cdata66,bdata27,ndata93,cdata72,cdata41,bdata94,ndata51,bdata42,ndata86,ndata48,cdata22,ndata88,bdata1,ndata96,ndata77,bdata25,cdata74,cdata90,ndata2,cdata47,ndata15,cdata48,ndata35,ndata63,cdata37,bdata53,ndata68,ndata11,bdata48,ndata40,cdata57,cdata40,cdata85,bdata3,bdata9,ndata73,ndata71,cdata30,cdata16,bdata45,bdata21,cdata99,cdata50,cdata63,ndata66,bdata78,ndata5,cdata84,ndata34,bdata68,cdata17,ndata14,ndata83,cdata58,ndata98,bdata83,cdata29,bdata97,ndata6,bdata5,cdata81,bdata62,ndata60,cdata53,ndata10,ndata80,bdata89,bdata2,bdata66,cdata69,cdata97,ndata17,cdata32,ndata49,bdata35,bdata79,cdata45,cdata31,bdata98,ndata62,ndata99,cdata75,ndata38,bdata8,bdata54,bdata85,ndata18,ndata21,ndata13,bdata95,ndata39,bdata39,cdata18,bdata69,ndata55,bdata100,cdata36,ndata100,bdata87,ndata56,cdata23,ndata1,bdata22,bdata44,bdata11,bdata20,ndata97,bdata59,ndata32,bdata55,cdata78,cdata83,bdata18,ndata45,cdata62,cdata42,bdata76,ndata52,ndata78,ndata75,ndata26,bdata51,cdata3,ndata92,bdata52,cdata27,bdata67,ndata28,ndata58,bdata63,cdata26,bdata30,cdata14,ndata30,ndata46,ndata59,bdata84,cdata87,cdata44,bdata29,cdata86,ndata64,ndata19,ndata84,cdata79,cdata46,ndata42,bdata49,cdata35,ndata37,ndata53,cdata49,bdata40,ndata74,bdata72,ndata24,bdata12,bdata93,cdata12,cdata56,cdata13,ndata79,bdata77,cdata93,cdata80,cdata34,cdata4,bdata13,cdata9,bdata34,ndata95,cdata60,ndata65,ndata85,ndata67,ndata69,bdata6,ndata89,cdata39,bdata65,ndata82,cdata8,cdata64,bdata56,ndata25,ndata91,cdata91,bdata19,ndata57,cdata65,bdata91,bdata7,cdata24,bdata71,bdata57,ndata72,cdata7,cdata95,bdata41,bdata99,cdata51,bdata36,bdata96,bdata74,cdata89,ndata20,ndata7,bdata23,cdata10,ndata23,bdata46,cdata70,ndata43,ndata16,ndata8,ndata54
0.727140735258025,two,1,five,one,0.294641456620991,0,two,0,four,two,six,two,seven,0,0.554729985789161,0,four,0,eight,1,0.590898717907927,0,two,0,1,1,0.156012611179008,0,0.406908827007332,0,0.286593842296719,1,three,eight,1,0.518246790211199,two,two,0,eight,two,0.314241088552673,1,1,1,one,0.602956117767125,0.883192979618571,0.657570939360394,0.558138732525581,0,0,0,two,0,0.227468307220065,0,five,two,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.456271295543539,1,0.478752126111414,0.685283635751339,three,0.252186189537294,1,0.0666631872409129,0.98533438573142,0,six,five,0.114055551247759,seven,0.515605792653816,one,0.0988968308398978,0.0475857875707943,three,1,0.228108123410184,0.91022884144984,1,0.129492019252474,four,two,six,0,0,0.624311426417947,0.0600264540494896,six,six,1,1,one,three,two,0.937212423643392,0,0.566748376385937,five,0.914741371684627,1,five,0.749063919320008,0.00994721423846545,three,0.86012906256238,0,three,0,0.955206146574184,1,seven,0,0.544555608291534,four,0.755638990338626,0.530691307664149,1,1,1,five,one,0.993671069749675,three,0.275254194821652,0,0,one,two,1,0.302620462514524,0.489979044880513,two,0.186933826456937,1,0,0,0.00214665838347727,0.239896279140694,0.274859630057148,1,0.954262422093098,0,two,0,0.96305028944658,1,one,0.373635815994281,1,0.667601332152381,two,0.624795461266455,1,1,0,0,0.0315244801273998,0,0.0940109330325616,0,two,six,0,0.518284505133488,four,five,0,0.766251724609488,0.0295744614137567,0.0863410255121938,0.706324128353391,1,one,0.821321388023351,0,nine,0,0.934448484447414,0.334916709838451,1,four,0,one,0.999635415278751,0.697988649037762,0.315498353359636,1,four,three,0,three,0.230695960425675,0.641562537477511,0.92261042689885,two,five,0.775104983551368,0,six,0.700993895980396,0.181698536947584,one,0,0.807615689781455,1,0.406594128005343,1,0,two,four,eight,0.0476262557007684,1,two,four,two,seven,0,three,1,0.508740483732277,five,0.567842418679593,0.129225455509861,0.771156114789787,0.310469207479415,1,0.320071196644051,six,0,0.149343159479719,three,two,1,0.135885936992595,0.814142372948304,five,1,0.491961368803883,three,0,1,six,1,0,0.284354062800694,one,four,1,1,three,1,0,1,four,0.445341538279267,0.646544087201843,0,one,0.225789618129329,0,five,0.928440184418041,0.493144483013851,0.20352169847398,0.213237119531752
0.809973359581282,one,1,six,one,0.160599391828234,0,eight,1,three,five,three,three,two,0,0.318554187059143,1,three,1,eight,0,0.71396181876076,0,two,1,1,0,0.377527410157396,1,0.0899380223890055,0,0.55699674492995,1,three,three,1,0.720376923913003,three,two,0,three,five,0.41756461235241,0,0,0,three,0.403797490395507,0.703083425191891,0.229772463496867,0.236314755066121,1,1,0,two,1,0.363434334458867,0,two,one,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.599588199118373,1,0.055645935019797,0.965564087806175,five,0.162265900780079,1,0.654329304948722,0.0781803964379205,0,seven,four,0.558340132645302,three,0.892603797455435,four,0.71213873831908,0.781880950241942,three,1,0.396007049232647,0.635835237733897,1,0.781572534761298,four,one,five,0,1,0.51230742348831,0.559274689807964,nine,three,1,0,two,one,six,0.187301871707712,1,0.53412628730165,one,0.900846719545767,1,one,0.940276044219068,0.230094051151025,one,0.487566480511643,0,three,1,0.189745821894296,0,six,0,0.748786916530973,six,0.53111855670317,0.453543936247176,0,1,0,four,one,0.915227969530239,three,0.235477343732645,0,1,three,four,1,0.3726018523056,0.456362450237442,four,0.366580133675481,0,1,0,0.0450908969316609,0.678998429704594,0.838546618118577,0,0.68953709696105,0,three,1,0.792062540255813,1,one,0.265080625774285,0,0.507143963565594,one,0.163782267498399,1,1,1,0,0.41563189884782,1,0.488358587061632,0,one,four,1,0.240751859359157,three,one,1,0.564566943445972,0.45291419897415,0.140295581004689,0.699521146425993,1,six,0.584363912285449,0,three,0,0.270953703452395,0.777974993740862,0,two,1,seven,0.0501226719803728,0.327568991478391,0.868622247068399,0,three,two,1,one,0.404623043182731,0.623471448746868,0.355238861421327,two,two,0.904154142049957,1,eight,0.157471903921966,0.283054206385497,one,0,0.687056219734725,0,0.216847640688263,0,1,two,one,six,0.159241164610623,1,three,one,two,six,0,two,0,0.68555734767325,three,0.529759513994773,0.361860754409092,0.116458856482453,0.218121386311267,1,0.3433707744143,one,1,0.945611516358525,two,four,0,0.537266069227462,0.607361581741702,seven,0,0.759190284220021,four,1,0,nine,0,0,0.107504281496108,two,three,0,1,one,1,1,1,three,0.571431215781724,0.943966258204198,1,three,0.788349213403621,1,five,0.857119636568763,0.375433576808288,0.20055935860067,0.209803433937119
0.258372975871568,one,1,four,three,0.900822494333146,0,one,0,three,one,seven,four,six,1,0.303882481326125,1,three,1,seven,1,0.569255747408047,0,one,0,0,1,0.988267789545282,1,0.958843467115745,1,0.938797633060723,1,three,six,1,0.069132772755069,six,four,1,four,three,0.150243821822646,1,0,0,one,0.581337630549193,0.183950333978924,0.719055002703787,0.857168852468185,1,0,1,two,1,0.63497968031085,0,three,four,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.617493571281235,1,0.645062450625159,0.50714557308969,five,0.229095936856213,1,0.946012405502366,0.761401140641378,1,five,four,0.704971225869336,three,0.642947562808163,three,0.746741786983466,0.00203010743282683,three,0,0.674360441743226,0.560155884260471,1,0.405468148095277,four,one,one,0,0,0.43814420750409,0.222939198999685,seven,two,1,1,four,four,two,0.789899946824689,0,0.437081541973956,five,0.850184239800761,0,three,0.63594571732441,0.245948238489972,three,0.0367099001292563,1,five,0,0.340578538821408,1,two,1,0.258124132055306,seven,0.184001785752024,0.717639789237321,0,1,0,one,one,0.411559830121959,two,0.184086799380983,1,1,two,three,0,0.89159444101189,0.692358350278966,four,0.0991564324683629,1,0,1,0.820542938523315,0.150821988534565,0.0897621037288253,1,0.705049477171086,0,three,0,0.392685648986133,1,two,0.990652654251404,1,0.552722159662943,four,0.924548676218307,0,1,1,1,0.773062106811985,1,0.281055666864135,0,one,three,1,0.717184952771513,one,one,0,0.898374062287865,0.328373933749097,0.953838402477854,0.931250971862846,1,two,0.964338614157786,1,four,0,0.680703307585633,0.702445124279957,0,one,1,five,0.0513352866218538,0.760420046129199,0.966723184750526,0,three,two,0,three,0.99358853612473,0.138279311287081,0.96841594580516,one,one,0.879885923038941,1,three,0.799338471286696,0.514852397821835,two,1,0.347603228937398,0,0.632251054939834,0,0,one,five,one,0.726592873846584,1,two,one,two,three,1,four,0,0.311931359469137,three,0.492899836200352,0.624047101781018,0.228131045614755,0.145372387498689,0,0.17687897779072,two,1,0.104637236216712,two,two,0,0.321775213981532,0.718285881900213,nine,0,0.324749654377889,two,1,1,six,1,1,0.0652049824153255,two,six,1,1,three,1,1,0,four,0.638617472761483,0.924685611382272,1,six,0.516130089903786,1,three,0.819470451154167,0.922846231297144,0.622103553866233,0.266869271993697
0.0149251327334886,two,1,two,six,0.294604894060555,0,one,1,one,five,six,three,one,1,0.767831637351645,1,two,0,six,0,0.0891467932801672,1,two,1,1,1,0.582038006033945,1,0.853170144914222,0,0.0164955708778751,0,five,one,0,0.842054093926587,three,four,0,four,three,0.244134868601757,1,0,0,two,0.0653860122973284,0.534097992193746,0.694553566128975,0.69803448522535,1,1,1,three,1,0.492215419279692,1,five,four,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.907871221605011,1,0.0942872693848213,0.428742703817858,one,0.105922109176861,0,0.584968570438772,0.0693167775284736,0,one,two,0.448262387883689,five,0.302185312150035,one,0.262357320058557,0.544522942036189,two,0,0.803500684511684,0.832337017992274,0,0.00188932597299696,four,two,two,1,0,0.0987106402605291,0.174175751903585,one,three,1,1,two,two,three,0.33615611778247,0,0.984371706162764,five,0.0597987986523375,1,one,0.0553946859363482,0.750428698444421,one,0.0798653686279998,0,two,1,0.23706288997922,0,three,0,0.257351350358807,six,0.766259982873868,0.562514234596686,0,1,0,three,three,0.779763853699915,three,0.680611610654597,1,1,one,one,0,0.109860267207177,0.940062581188027,one,0.0550280352681128,1,1,0,0.987989140223995,0.0644402650639863,0.342836648303734,0,0.761293325914898,1,five,1,0.780284739614229,0,two,0.555063095699262,1,0.116301416318879,three,0.386252281588381,0,0,1,0,0.328104051495552,1,0.0680382713605879,0,two,six,1,0.595600230171819,one,four,1,0.43017064197353,0.310189643357193,0.842456443377466,0.135246082183102,1,six,0.48048954178429,0,one,1,0.266553629493097,0.502658396729567,1,four,0,three,0.708373808083915,0.668182475763484,0.194590354915802,0,three,one,1,one,0.378228353039451,0.225859141371926,0.579578779320155,three,two,0.97572330068999,0,five,0.59642294873068,0.385003516020109,one,1,0.952083661634447,0,0.823990486108122,0,1,two,three,seven,0.0677359300786418,0,four,six,one,five,0,four,1,0.409756400587304,three,0.879252661588713,0.773397964488003,0.522326856330996,0.402742290318174,0,0.168623106824776,one,0,0.410346336665326,six,four,0,0.389941391606334,0.371341877996511,nine,1,0.133021029265467,two,1,0,eight,1,0,0.807890990596287,two,six,0,0,one,1,0,1,four,0.812252367941625,0.656597787573009,1,two,0.234657351151324,1,one,0.778924031163793,0.317852330406463,0.895713347804321,0.751263540830636
0.221973607666565,three,1,four,eight,0.761203450642494,0,six,1,one,three,six,three,one,0,0.472666889771509,0,three,0,two,1,0.926176324697151,0,two,0,0,1,0.299724177334107,0,0.123063548052104,1,0.40015540439851,0,four,eight,1,0.990992235353178,eight,one,0,seven,five,0.00516126602368872,0,1,1,two,0.395420212767826,0.308219421466011,0.723381802167056,0.656085081136603,1,1,1,one,0,0.96622629062684,0,three,two,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.0167290948585251,0,0.63105261683211,0.75012179555014,one,0.45514023588793,0,0.991205480432522,0.740141631587656,1,five,one,0.326706220799006,three,0.124070479976991,two,0.912225654064585,0.554069651727532,four,1,0.515777858913093,0.202611944392441,0,0.778863394932725,two,five,two,0,0,0.372180657422434,0.470713611562949,two,two,1,0,two,three,eight,0.150953245269114,0,0.702156757603999,five,0.419930099177697,1,seven,0.385055310061477,0.542466663675758,one,0.645631136484888,1,six,1,0.290850989621192,1,one,0,0.953526432904544,three,0.370937147350959,0.0750428071627929,0,0,0,two,three,0.671337016548733,one,0.06632973498016,1,0,one,four,0,0.110126364283667,0.73404319155437,two,0.3677155176441,1,0,1,0.0612698969444175,0.30195986036642,0.119678754764355,1,0.770580459706831,1,six,0,0.54034522749627,0,four,0.206664981238851,0,0.454652733484294,three,0.522919759498827,0,1,0,0,0.151579549437361,1,0.224837487787993,0,three,four,1,0.217651544630155,four,six,1,0.147045070020576,0.306976290091971,0.435977081375332,0.0432405359388477,1,six,0.20975348596144,0,two,0,0.00136136929798314,0.168965130471829,0,one,0,one,0.150052913507247,0.734377085460062,0.20233317323362,1,two,two,0,one,0.606295379102711,0.745279027682064,0.257636989072469,two,one,0.403038214524148,1,seven,0.011102376638305,0.919284409809477,four,0,0.0215987731108332,0,0.315080906308596,0,1,three,two,two,0.106844024622932,1,three,five,two,three,0,one,1,0.160281370706462,two,0.138443053636952,0.940077538361593,0.213063435268819,0.223671214228184,0,0.630099552080875,one,0,0.32592341115983,three,three,1,0.77132582106435,0.412084605154267,six,1,0.797425498457231,two,1,0,one,0,0,0.283819767142997,one,five,1,0,three,0,0,0,four,0.452525887616539,0.484012493219003,1,seven,0.131916121878636,1,seven,0.275901764387231,0.107313928487546,0.545003839985143,0.120327723711791
0.469090716216375,three,0,two,three,0.903100413432888,0,seven,0,one,three,two,three,two,0,0.799962733898315,0,three,0,four,1,0.944628301816014,0,one,0,0,0,0.325537699030113,0,0.691791161114111,0,0.913182627237736,0,three,seven,0,0.826612976598312,one,five,1,eight,seven,0.669492299820547,1,1,1,one,0.89714745897176,0.175239154110222,0.327984168994302,0.097349571614422,0,1,0,two,0,0.103271708100932,0,three,two,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.474975372086352,0,0.794244959426215,0.188165898329571,one,0.261735303158048,1,0.320425148774446,0.176245846868076,1,one,four,0.134128430338869,five,0.324333017269364,one,0.246463515017838,0.307886865434455,one,1,0.74512571518192,0.614128310593292,1,0.321320305072721,one,five,four,1,1,0.797922140952228,0.270160436339054,seven,four,0,1,two,one,four,0.815391943351614,0,0.0753643902894362,four,0.299821944829607,0,two,0.726824179411437,0.110300786277739,two,0.307243437013576,1,five,1,0.872642341456427,1,one,0,0.333524784253915,eight,0.427727678190247,0.279757713430512,0,1,0,three,two,0.0313749629687655,three,0.317734449773517,0,1,one,one,1,0.617692685187414,0.224818126474892,four,0.388531915019167,1,1,1,0.00166887640764601,0.424332021128268,0.46456780725387,0,0.378774944962932,1,four,0,0.635273049371474,1,three,0.50464501174188,0,0.0806169364927029,four,0.390876083799059,1,0,0,0,0.791754068995253,0,0.668851480309728,1,two,two,1,0.437702170012178,six,two,1,0.645924258709843,0.72627313787573,0.619713185812337,0.978128651603472,1,five,0.442928548446415,1,one,1,0.571513432185848,0.698898939712874,0,three,0,three,0.294322397751475,0.0299098456043492,0.271233598007584,0,four,one,1,three,0.130639455060256,0.981219396428662,0.010804897667943,one,four,0.407126946540324,0,eight,0.339535029437273,0.846593099950613,two,1,0.514236302443608,1,0.118192988506641,0,0,three,five,four,0.360114155163326,0,four,six,three,six,1,three,0,0.834974589071896,five,0.70942158857918,0.428862271624113,0.35141851442044,0.410676253094927,0,0.796905263998091,one,0,0.0218700396768889,four,three,1,0.483542095164808,0.861533405461772,nine,0,0.839986121346365,one,0,1,six,0,1,0.963063317873303,one,two,1,0,one,0,0,0,three,0.846866410560076,0.783006008537266,0,eight,0.222236302575508,0,one,0.117845052205863,0.436701235615783,0.315430394778776,0.652316715787974
0.695797335867104,three,1,six,four,0.936412294718119,1,four,1,three,five,seven,two,five,0,0.173060533917905,0,two,1,three,1,0.550888476148587,1,one,1,1,1,0.600267531827378,1,0.465500933896568,0,0.455541975791387,1,four,three,0,0.749615931589638,four,five,0,six,four,0.64579515245547,0,0,0,one,0.0826071690821709,0.357660719986481,0.817938158514393,0.484779439828337,1,0,1,four,0,0.13171877432822,0,five,two,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.24628445735218,1,0.171414128642193,0.324363621189009,one,0.48865952407276,1,0.653048586337707,0.534307301436663,1,four,two,0.439276457829875,four,0.852470770229044,three,0.324880984099258,0.914541534299399,three,0,0.522258807659089,0.271422211244539,1,0.62171758564912,one,five,one,1,0,0.451206765016644,0.977665102633248,three,five,0,0,four,four,four,0.300698867032514,1,0.887896343665362,five,0.104024127069997,1,seven,0.0631786342508424,0.684950007922864,three,0.43514845778329,1,four,0,0.058557787377603,1,two,0,0.904582871384421,eight,0.740422856604234,0.293346237845848,1,0,0,one,five,0.285899847617379,two,0.657607589549019,1,1,two,one,1,0.348894446644529,0.356065840141307,four,0.112760905219542,0,0,1,0.0115914848214308,0.784276527112002,0.229971267354244,0,0.899996130936736,0,two,0,0.651517587676208,1,four,0.0396082018762137,1,0.508288570323827,one,0.126102003874733,0,0,0,1,0.874892512623117,1,0.780314474841842,0,five,three,1,0.0225489659164164,six,four,1,0.248465074072162,0.702265124998647,0.145849069873509,0.0507675582539576,0,six,0.674326685230665,1,nine,1,0.565505308256753,0.281805825301208,1,three,0,two,0.50674555973456,0.269592162139995,0.595446271499958,1,one,one,1,four,0.926270237786644,0.0917104369004924,0.465389649457197,one,five,0.410457313349098,0,six,0.0369126350522937,0.260559298350175,two,0,0.728748684505368,0,0.367539114785121,1,0,four,three,four,0.437576345804355,0,four,seven,three,five,1,two,1,0.881983744442533,five,0.862480456183731,0.38759809534487,0.776475158915689,0.0508818701146962,0,0.815994360652516,one,1,0.27385820278367,four,three,0,0.476937222203103,0.918753953456433,four,1,0.69886985111141,four,1,0,three,0,1,0.620641437295624,one,seven,0,1,three,0,0,1,four,0.496501690605547,0.395660800936191,1,six,0.97178170395385,0,five,0.168463906337417,0.483788825105505,0.156896395117075,0.27983858668882
0.28840922990481,one,0,three,one,0.0846565707452296,1,two,0,five,two,three,two,three,1,0.569573873939388,0,three,1,one,1,0.458713325339986,1,one,0,1,0,0.474382136745424,1,0.863813516827052,0,0.252693833148542,1,two,eight,1,0.896020847914398,eight,one,0,three,four,0.847838294637664,0,1,0,one,0.734638947329977,0.243595596073953,0.056095495300575,0.594778658539061,0,0,0,four,1,0.478561034087805,0,one,four,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.457821999924819,0,0.608077773040177,0.946120517565031,five,0.642273334453663,0,0.768108540812682,0.48800205384146,1,five,four,0.287701478113094,three,0.281006141528274,one,0.710931619597512,0.8331493171271,four,1,0.287333231633711,0.261588515936922,0,0.049318555518413,two,one,six,1,0,0.892097283308733,0.311532160780978,five,one,1,1,three,two,six,0.360075392342733,0,0.546035025693008,two,0.606383366746775,1,six,0.0784357981866389,0.38996314524873,three,0.366831151073501,0,two,1,0.227384435171813,1,six,0,0.62631686624016,six,0.142603539657428,0.622595226777662,1,1,1,one,five,0.579184663840372,two,0.896328115290236,0,0,three,two,1,0.231090333344648,0.832409655403202,four,0.106245409969311,1,1,1,0.741419846623362,0.494918231971417,0.662526535668589,0,0.888929681033648,1,five,1,0.977839735738634,1,one,0.946870051478031,0,0.670282200807799,four,0.0974131720884343,1,0,1,0,0.0763601089050536,0,0.128087735660579,0,five,one,0,0.523913946139382,four,five,0,0.115649170773898,0.83876215786575,0.608570369736999,0.356781626365782,1,seven,0.646443937317007,0,seven,0,0.903240605013105,0.643470021716855,1,two,0,five,0.956717724809419,0.790594041482942,0.998033877563899,1,four,three,0,four,0.0591080261801211,0.983758438782092,0.0182768635804819,one,five,0.639843333574386,0,six,0.583669625068317,0.150412700627656,one,0,0.691704137466607,1,0.255799750527597,0,0,one,two,seven,0.6184349218463,0,one,seven,three,one,0,four,0,0.126551099097415,two,0.120599861820265,0.606429854461581,0.853953245239143,0.244552808629962,0,0.133672346009478,two,0,0.404541851039044,two,one,0,0.138566504849488,0.790510829110521,nine,1,0.0838976582378161,one,0,0,three,0,1,0.0159279271727285,three,three,0,0,three,0,0,1,five,0.126662575327438,0.721074435525203,1,six,0.801896834550449,0,three,0.104557566182072,0.48395379021345,0.825047854982192,0.301748007462043
0.696640773659477,two,0,five,three,0.74117831798982,1,two,0,two,one,two,four,four,1,0.357068678747274,0,three,1,seven,0,0.230007526675357,0,three,0,0,0,0.22679955977842,0,0.318442596512818,1,0.183953307426344,0,four,four,1,0.516992270833286,seven,five,1,eight,six,0.171438858925994,0,1,0,one,0.631191067648946,0.515444915758289,0.125086102316598,0.286515567477407,1,1,0,three,0,0.420017236153591,0,one,two,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.740887199384189,1,0.520285091140983,0.675395718215814,five,0.459836894375903,0,0.871155922678249,0.0441128376387958,1,two,two,0.650110002072049,one,0.00395408690765975,three,0.489959423752751,0.414326733313312,three,1,0.912807720370114,0.115995091903002,0,0.325427166334284,four,three,one,0,1,0.464976259777516,0.0888140704055977,one,seven,0,1,three,three,eight,0.61699503320435,0,0.571279116711993,two,0.698308149717994,0,two,0.764937015620278,0.759491886379601,one,0.470821372100888,0,six,1,0.00532491625759179,0,five,0,0.807990350787764,one,0.164298395668711,0.656699206341352,0,1,0,one,five,0.226131974186305,two,0.497267272872096,1,1,three,one,1,0.755601459297638,0.67812608323022,two,0.00905380357050878,0,0,0,0.0106748865722636,0.199030856001503,0.869084421777331,1,0.952532342367505,0,four,1,0.93912176649248,0,three,0.117197709678859,0,0.248493654558203,three,0.43584187162748,0,0,0,1,0.643023069621374,0,0.546083988775797,0,three,one,0,0.627912437019197,three,three,1,0.588709813937157,0.091655781262685,0.182410445016273,0.0339533994718709,1,seven,0.309704673940695,1,six,0,0.0782426084079362,0.745250114795168,0,three,0,two,0.217577585868326,0.019346580707942,0.214242395444328,1,two,one,1,two,0.845571201728432,0.770711608940525,0.725620366915423,one,one,0.761869755661062,0,five,0.777585986517381,0.82636254346618,one,1,0.114358551962726,1,0.14812524803966,0,1,two,one,eight,0.586492365433189,1,two,six,two,one,0,four,1,0.342985276281468,four,0.649553721033105,0.519299465397031,0.736871369425646,0.670153703195516,1,0.602304729287821,six,1,0.993402061090764,two,four,0,0.275148389993071,0.99659268845581,four,1,0.738290316769049,one,0,1,nine,0,1,0.962215791168009,two,four,1,0,two,1,1,1,three,0.417850450783969,0.544654294902014,0,four,0.921383578139831,1,seven,0.177257805458579,0.183126560565667,0.425314702578197,0.820231477382905
0.00526936032765357,three,1,four,three,0.57603346571846,1,one,0,three,five,one,four,three,0,0.555382668377825,1,three,0,eight,1,0.0785010892599617,0,one,1,0,0,0.389632224807166,0,0.502842351216728,0,0.323152126770513,0,three,five,0,0.702116392728396,seven,four,0,one,two,0.128303682895113,1,0,0,two,0.0394548870690183,0.674839474574059,0.453131226327828,0.795448007086546,0,1,1,two,1,0.89558916676369,0,one,four,1,1,three,0,1,three,0,three,three,1,0,three,1,three,0,0,0,1,three,three,three,three,1,0,three,1,0,three,three,1,0.281278917093082,0,0.010219429226522,0.622872541903304,one,0.559370027127361,0,0.350840432540269,0.0250364956737371,0,seven,five,0.564920951268357,seven,0.672028199169014,one,0.389305574074007,0.696341248019679,three,0,0.319058833570108,0.908723363850028,0,0.28229723586687,two,three,three,0,1,0.884512695639561,0.0164383416959026,nine,six,0,1,one,one,eight,0.062755416492192,0,0.190855850695153,five,0.217232633676763,0,six,0.299335062872876,0.28492897749265,two,0.249584383668492,1,six,0,0.363390083598146,1,two,1,0.516710690895633,four,0.89268532343951,0.72181161228113,0,1,0,two,two,0.468640557333422,one,0.464343128929297,0,1,one,three,0,0.736896768786951,0.864493561184888,two,0.659722432343468,1,1,0,0.308950227207224,0.887546032974451,0.906020685916587,0,0.199490623445573,1,two,1,0.0370876473199918,0,two,0.340199787816541,0,0.539799755684345,two,0.0579415007829694,0,1,0,1,0.0155643884959072,0,0.00146843497476623,1,one,four,1,0.347907265771709,two,four,1,0.00341779893528271,0.937290054877227,0.983323446128128,0.57755664267793,0,one,0.582811267892121,1,nine,0,0.665816594253092,0.355144741598726,1,one,0,six,0.16611994226856,0.370214968874208,0.267068368794408,0,two,two,1,three,0.179939706679664,0.888730439145456,0.186446166437854,one,two,0.860851736601182,1,four,0.450490127402265,0.33804748675949,three,0,0.500386854528766,0,0.286229974417952,1,1,five,one,five,0.548208770159663,1,five,two,one,two,1,two,0,0.0444163289681671,five,0.156402454802564,0.249870724832721,0.428193905246683,0.405751635483458,0,0.529235205935848,four,1,0.316081485042921,four,one,1,0.942597439288613,0.474086241965452,three,0,0.109121164226074,two,1,1,eight,1,0,0.683394283023723,one,five,1,0,one,0,1,0,two,0.944432346077066,0.323442930254382,1,one,0.370126199372406,1,four,0.816521181129454,0.0467062044716087,0.374505827130307,0.857714718090352
