cdata18,bdata16,cdata89,ndata39,bdata83,cdata32,ndata92,ndata82,ndata68,ndata43,ndata12,cdata53,ndata96,cdata25,cdata60,ndata74,cdata38,ndata22,ndata23,ndata34,bdata27,cdata31,ndata49,bdata98,cdata11,ndata7,ndata26,bdata49,bdata76,ndata54,cdata27,ndata53,bdata50,bdata2,cdata2,ndata95,ndata67,bdata67,cdata36,bdata61,bdata13,cdata43,bdata89,ndata55,bdata68,bdata72,bdata25,ndata97,cdata62,cdata24,ndata62,cdata44,ndata16,cdata40,ndata30,bdata85,cdata29,cdata61,bdata88,bdata55,ndata72,cdata69,cdata26,bdata62,cdata86,cdata9,bdata32,bdata58,ndata73,bdata73,cdata67,cdata41,ndata44,bdata47,bdata22,bdata46,bdata84,bdata33,bdata31,bdata40,bdata97,cdata33,cdata3,bdata17,cdata70,cdata12,bdata51,ndata78,bdata28,cdata88,bdata75,bdata5,cdata64,ndata1,bdata3,bdata90,cdata13,ndata15,ndata17,ndata77,ndata38,cdata85,ndata10,ndata8,ndata59,cdata19,ndata85,cdata92,bdata42,cdata74,ndata25,ndata32,ndata61,cdata45,ndata84,bdata1,ndata46,cdata42,bdata45,cdata7,ndata4,cdata46,cdata66,cdata8,cdata76,cdata6,bdata70,bdata69,ndata100,cdata84,bdata66,bdata20,ndata9,bdata38,ndata69,ndata29,cdata4,cdata23,ndata13,cdata98,cdata90,cdata68,ndata21,bdata65,bdata26,bdata78,bdata6,ndata98,ndata14,cdata16,cdata59,cdata22,bdata44,bdata100,cdata28,bdata54,ndata87,cdata96,bdata23,cdata56,ndata57,cdata49,cdata65,cdata34,ndata33,cdata81,cdata30,cdata39,bdata43,ndata36,bdata24,cdata97,cdata5,bdata53,ndata20,cdata17,cdata87,cdata94,ndata41,cdata93,ndata40,cdata15,ndata58,cdata52,ndata24,ndata90,cdata80,cdata20,bdata77,ndata83,bdata35,bdata71,cdata58,cdata83,bdata52,bdata12,ndata37,bdata79,bdata34,ndata27,cdata91,ndata94,bdata99,cdata82,cdata21,cdata37,ndata70,ndata45,cdata1,cdata55,bdata30,bdata7,bdata81,bdata39,cdata47,bdata48,cdata72,ndata48,bdata21,ndata52,ndata80,bdata4,cdata63,ndata79,bdata63,cdata10,bdata74,cdata35,bdata29,bdata14,ndata86,ndata18,ndata93,ndata31,ndata89,bdata91,bdata87,bdata82,cdata57,cdata95,cdata79,ndata65,ndata66,ndata91,ndata11,cdata51,cdata100,ndata76,bdata41,ndata5,bdata59,bdata18,bdata9,ndata60,ndata50,ndata42,bdata92,cdata48,bdata11,ndata51,bdata60,bdata93,bdata8,ndata88,ndata81,bdata56,ndata64,ndata56,cdata50,bdata80,bdata95,ndata19,ndata28,cdata75,ndata2,ndata99,ndata47,bdata86,cdata78,ndata6,bdata10,bdata94,cdata54,bdata36,ndata63,bdata15,cdata77,bdata64,bdata57,ndata75,bdata96,ndata3,ndata71,cdata73,bdata37,cdata71,cdata14,cdata99,ndata35,bdata19
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,two,0.398034378023123,1,1,three,0.928155786286901,0.863829363622725,1,two,0,1,seven,1,0.894973089636146,1,1,1,0.415317807233928,three,three,0.42563155144664,one,0.510380958157383,one,0.856576893820793,0,five,one,0,1,0.659630953083321,two,two,0,nine,three,0,0,0.538828661476362,0,one,three,0.24927263490249,0,1,1,0,0,0,1,1,three,three,1,one,two,0,0.947783357523635,0,four,0,0,four,0.708812382677091,1,1,six,0.526416455348772,0.706200548422927,0.693465935307166,0.438574315986964,three,0.709700415769404,0.937353564090291,0.444282034060235,five,0.289604779744958,four,0,two,0.891655965585892,0.935452357128525,0.828582100278311,one,0.550041852064545,0,0.0124075738503292,five,1,five,0.530830467832658,two,five,six,four,one,1,1,0.781360279254754,four,0,0,0.260437907607744,1,0.150368912783012,0.242937161398236,six,three,0.190988836311776,five,one,two,0.735933271243507,0,1,1,0,0.722086851110881,0.843837041695986,three,two,seven,1,0,five,0,0.333108472017703,three,0,three,0.98066230358862,six,five,five,0.669308004559015,four,two,three,0,0.475933189518419,1,four,one,1,0.821057203201363,two,three,four,0.960461996510584,three,0.515067017023202,six,0.47887443111577,nine,0.797628704526305,0.310756229067091,seven,five,1,0.662809613852003,1,0,three,seven,0,0,0.607464290299951,0,1,0.89746537781782,five,0.950629386710184,0,four,one,five,0.934905998888236,0.0865966267053998,four,five,0,1,0,0,nine,1,three,0.240400044990518,0,0.661450650606951,0.705906095966313,1,two,0.637961249210195,1,one,1,seven,1,1,0.448202301755152,0.625934259774859,0.841498924213471,0.968800509008396,0.234723334166151,1,1,0,two,six,five,0.248763222847566,0.746452596423264,0.648868308711399,0.531105649095593,four,five,0.822777654217464,0,0.803233805858488,1,0,1,0.779724630140508,0.616258514425692,0.844588667395299,1,four,1,0.29823264607661,0,0,0,0.778623288192986,0.961291336039784,1,0.783893901569638,0.475584301544968,seven,1,1,0.284653556926841,0.454932032246911,one,0.738590706019055,0.884805477106326,0.102809969263021,0,two,0.463173144452652,0,0,three,1,0.215933003892129,1,two,1,1,0.18430489626633,1,0.8685801033706,0.166931702627118,one,1,six,seven,three,0.416302614197558,1
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,seven,0.372990284145125,0,0,one,0.903054222529488,0.676155877735906,0,two,0,0,two,0,0.726040924017574,1,1,0,0.588333038060923,four,six,0.975269898389024,four,0.319457455240234,one,0.7331577746451,1,eight,four,1,0,0.489304580838654,three,three,0,one,two,0,0,0.654781050141174,1,four,four,0.0541128065174894,1,0,1,1,0,0,0,1,two,four,0,five,three,1,0.171452829880385,0,three,0,0,one,0.176659224794181,1,0,six,0.423100803001705,0.788400656971525,0.584633113502991,0.343915493613758,two,0.265034033330057,0.0452105678678851,0.33285570555341,six,0.195209190797984,two,1,three,0.9953889529929,0.654377132957763,0.381444842917791,four,0.795034575045399,0,0.210404610726659,six,0,one,0.759819127658586,three,four,four,three,two,1,0,0.117861826471338,two,1,1,0.164861000456177,0,0.252513169054522,0.400033477575745,four,two,0.39552207816995,four,three,one,0.590725597468775,1,1,1,0,0.280263796617642,0.105488077045596,five,five,two,0,0,six,1,0.12613766625176,five,1,three,0.658951950327029,two,one,seven,0.903789024218796,one,six,six,1,0.836298389935798,1,one,three,0,0.203213783046501,five,two,five,0.307505351662003,two,0.119681648822919,three,0.0318308862606007,three,0.396500984854957,0.951673294845114,one,five,0,0.837383032063807,0,0,four,one,0,1,0.232098225809812,1,0,0.890705855696807,six,0.656897427210385,1,two,one,five,0.949287500596561,0.102905366589691,two,two,1,1,1,1,one,0,one,0.168438498722242,0,0.414238772158655,0.735314185326302,1,three,0.58836617055976,1,seven,1,one,0,0,0.0581014136208483,0.600665451035395,0.421605909145716,0.998910436910029,0.456347650877489,0,0,0,three,six,four,0.25970747056608,0.599212401215233,0.237242596069881,0.372149190451237,four,three,0.155515541220759,0,0.946605488256024,0,1,1,0.602216641326291,0.409706503379744,0.86529800251289,1,seven,0,0.950399775496599,0,1,0,0.738248890206865,0.42129641764097,1,0.870766559209388,0.447630338381804,five,1,0,0.0901916513768369,0.811020090429105,one,0.823242060478819,0.890012342211308,0.0658616127392957,1,two,0.74263601636336,0,1,four,1,0.209885290008045,0,three,1,1,0.554600209329374,0,0.274359649269562,0.301911253119395,two,1,six,six,two,0.87916252998636,1
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,four,0.302247275764793,0,1,four,0.689984731688965,0.0711798634768875,1,three,0,0,four,0,0.540030119573939,0,1,1,0.560021162104399,one,three,0.153763540818319,four,0.324448394130886,one,0.139258964742853,0,four,one,0,1,0.356854798002018,one,two,1,nine,two,1,1,0.528274225293687,1,two,two,0.743110728332798,1,0,0,0,0,1,1,1,one,one,0,one,one,1,0.642797294879607,0,three,0,1,three,0.339415208033413,0,1,six,0.511784449835413,0.803032312159385,0.969054769303491,0.734600302508969,one,0.0495569449325886,0.215055057080926,0.39064689938021,six,0.812621037234248,four,1,four,0.824370233613461,0.393945416954742,0.693358174361952,two,0.797681217114506,1,0.00628483990159334,four,0,one,0.387065505815626,one,one,five,three,two,0,1,0.19994107722676,two,1,1,0.938335871219245,1,0.514792907291131,0.599926224801954,five,three,0.657873731176589,three,three,two,0.7421096102361,0,1,1,0,0.943134808259635,0.738215412054671,four,two,one,1,0,three,1,0.760881223889654,five,0,five,0.305673550838163,five,one,three,0.552855941894117,two,four,three,1,0.483781736567994,0,two,one,1,0.829514017481756,two,two,five,0.325795086724873,six,0.87676224761082,four,0.883335991573238,three,0.870487887112778,0.328889444851927,two,two,1,0.201419724266437,1,0,six,seven,0,1,0.861566798962923,1,0,0.936579843742585,eight,0.526885599726474,0,one,three,five,0.107986774595167,0.494364610447582,four,seven,1,0,1,0,one,0,two,0.159668813197783,1,0.269032654523671,0.0825872399302368,0,five,0.171287902736674,1,four,0,seven,1,0,0.263934379704185,0.224359754477094,0.40342099031511,0.540702462177017,0.0442050569249155,1,0,0,three,five,nine,0.0609545204930774,0.639544780054824,0.339406392622552,0.026516588659185,three,four,0.4654282612875,0,0.332622627236506,0,0,0,0.275829472497844,0.107191194887438,0.505813769249953,0,four,1,0.17977896395346,0,0,1,0.615711077675664,0.965228761774688,0,0.960322876677892,0.158292378404511,five,0,1,0.0154579274283876,0.742360425141907,four,0.590138600744429,0.448213419153006,0.246071456337048,0,two,0.724931633875592,0,0,one,1,0.210686020838655,0,two,0,1,0.536152150063353,0,0.238395747412184,0.466707851621995,three,1,one,three,four,0.891540138862002,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,six,0.975726480363506,1,1,four,0.434183159550584,0.650269275060036,0,six,0,1,two,0,0.196005439550898,0,1,1,0.229073035729805,three,six,0.34979449131506,six,0.192817468976525,four,0.579945211936874,0,eight,eight,0,1,0.639122034918861,one,one,0,four,one,1,0,0.200317640952726,1,one,two,0.0739229061478364,0,0,0,1,0,0,1,0,two,two,0,five,two,0,0.685236314470753,1,two,0,1,four,0.46800051992534,0,1,five,0.969978144778272,0.806025369086864,0.94546556163329,0.285915833671458,four,0.00919205083712293,0.471635576399638,0.165467176494652,two,0.787133864009477,two,0,four,0.196827995426631,0.938632971477939,0.852759867727501,six,0.802996852895945,1,0.870187256633674,four,1,three,0.358603518480315,seven,three,three,one,three,1,1,0.805014609127006,five,0,1,0.937160298108269,1,0.668041525925972,0.390206666493363,four,two,0.832845796606026,five,four,four,0.587336745942222,1,1,0,1,0.844143993014258,0.597272292514212,four,three,three,1,1,four,0,0.174756518125895,five,1,five,0.574860407156488,one,one,two,0.0319106822718912,seven,five,five,0,0.855233982947809,1,three,two,0,0.041764599795918,two,two,six,0.196224277540572,two,0.736061816340076,four,0.952563842657792,three,0.777494541954803,0.0974385748443064,seven,three,1,0.00582624786521158,1,0,five,seven,0,0,0.259160412063448,1,1,0.123600159051151,seven,0.855484755704846,1,one,four,two,0.977464106912353,0.931735867027699,two,three,0,1,0,1,eight,0,four,0.479189557324342,0,0.478775672764455,0.250775949479294,1,two,0.77185241654547,0,six,1,nine,0,1,0.435704132382911,0.530533778470886,0.0194195643182407,0.928826688442346,0.169943775572659,1,0,1,three,six,six,0.593599361490297,0.369683259653049,0.381850999173019,0.0563247486432671,four,two,0.033643375011233,1,0.957835706443188,1,0,0,0.0961118162048724,0.830838439074826,0.00195225219624029,1,six,1,0.982153428771628,0,0,1,0.767210645518291,0.780175822784903,0,0.0119444027815115,0.862926883984133,nine,0,0,0.787459988666627,0.0540078175266898,three,0.992701916278586,0.621368537000978,0.15680855802967,1,two,0.243154913735973,0,0,one,0,0.183706724719187,0,three,1,1,0.327114729110542,1,0.200084896236732,0.913839081495213,one,0,eight,four,three,0.049354092483924,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,two,0.588177712567373,1,1,five,0.245344216507482,0.978900920432118,0,three,0,0,four,0,0.0174387338086121,1,0,1,0.990497388587904,three,four,0.177093168108344,six,0.0788248217305271,one,0.314368554971604,0,two,five,0,1,0.0181983238639826,two,one,0,seven,one,0,0,0.609965343625301,0,one,three,0.275946967876267,0,1,1,0,0,1,1,1,three,two,0,three,one,1,0.559325682671117,0,three,1,0,one,0.442740930887602,1,0,one,0.0622238119081363,0.503210227029442,0.494518187389554,0.271939924593055,two,0.679814987695965,0.867633483322352,0.800925313071233,nine,0.95452643430254,one,1,one,0.49321456258126,0.678020410600845,0.391007365263657,four,0.88290311088927,0,0.756899139201577,one,1,two,0.685634923106786,six,one,five,two,one,1,1,0.219865638151678,six,1,0,0.37829607995113,0,0.662572918945151,0.433557865127977,one,three,0.818416418435201,one,four,one,0.506525561895213,1,0,1,1,0.382453044052214,0.975640844007755,two,five,six,0,1,one,1,0.0937433335693193,eight,1,three,0.389970232743902,two,one,six,0.598346591906547,eight,seven,two,0,0.844533095018838,1,one,two,0,0.586660255912316,three,four,three,0.331796131026012,three,0.269781028366725,four,0.523335012780685,four,0.187722041125192,0.145988935855559,six,four,1,0.103616107485224,1,1,two,four,0,0,0.854115715465612,0,1,0.124814692629055,one,0.942499263490424,1,three,two,two,0.886067104567414,0.524598540710977,three,two,0,0,1,0,nine,1,five,0.562650918673298,0,0.200990551998954,0.964281807556232,1,four,0.341001849093222,0,one,0,two,0,1,0.753083416666953,0.76341597483294,0.204586392664187,0.216356985881258,0.327888334312728,0,1,0,one,three,seven,0.287943708149242,0.8247752061687,0.534343840219701,0.0426114474139622,one,two,0.651797988894556,1,0.67885748483224,1,1,0,0.517448733623628,0.278027728252866,0.201216860992485,1,seven,1,0.136127402996009,0,0,1,0.594565729315763,0.894387289177618,1,0.26859827309247,0.66859026801751,three,1,0,0.142560602711055,0.476975285233013,three,0.823598570542726,0.344919737372459,0.332279616890749,0,one,0.545718334992037,0,1,four,1,0.527081599976725,0,three,1,1,0.5505140698748,0,0.112306001019082,0.179619532292354,one,0,five,eight,three,0.357082563702779,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,two,0.681715194740516,1,1,two,0.8150081409407,0.525418902234615,0,one,0,0,two,1,0.53609572564027,0,1,1,0.851795316766129,one,four,0.244271726302087,two,0.594118251743405,one,0.691867576936253,1,one,seven,0,0,0.0624109925268027,two,three,0,two,two,1,0,0.486212144078379,0,three,three,0.281422222742871,0,1,1,0,0,0,0,0,three,four,0,one,one,0,0.519577708900133,1,two,0,0,five,0.682817470640308,1,0,three,0.30583351932264,0.487734816930705,0.396194506257137,0.790036097669193,four,0.181947551802773,0.915694605915085,0.145765186193633,one,0.471397888443006,two,1,two,0.702134726628878,0.257778130047656,0.502903397010299,four,0.556957132954763,1,0.581286223863173,seven,0,three,0.535930348044359,eight,five,one,two,two,0,1,0.70169723747209,six,0,1,0.881198161971643,1,0.675890366045203,0.177508359626898,five,two,0.894013458488304,one,three,four,0.901828356871277,0,1,1,0,0.694287269146392,0.0467607225026415,four,two,three,1,1,six,0,0.859377122635356,two,1,two,0.86052104088815,seven,five,six,0.0342936244606183,one,seven,five,1,0.290753196445275,0,one,three,1,0.887828343608557,five,two,four,0.799840505358539,six,0.0420106862500697,one,0.592619310979793,six,0.50855688878226,0.388838601545873,three,one,1,0.696835777380592,0,0,three,six,1,1,0.852875319246432,0,1,0.105787855582034,four,0.308148965739423,0,five,four,one,0.122625320467831,0.459541198171965,two,five,1,0,0,0,five,1,one,0.362940213572126,1,0.895609784211531,0.493840406353658,0,two,0.0713050519116333,1,one,1,one,1,0,0.798741586550565,0.463555700839395,0.269069838166999,0.636279251215398,0.516305841215118,1,0,0,one,six,eight,0.534882963308148,0.987182600465765,0.679047306313462,0.369544283989975,two,three,0.611896412481968,0,0.894259097497751,0,1,1,0.817574182725577,0.138117112589538,0.259583737149937,0,eight,1,0.518442162856573,1,0,1,0.659280844194163,0.915918723645002,0,0.591947957349854,0.559011720398602,nine,0,0,0.45336720462107,0.320205359538691,one,0.327320422661432,0.839904759744235,0.638388406685247,1,three,0.203735921834076,0,0,two,0,0.327269988572675,1,one,0,0,0.169823325092708,1,0.590574977635446,0.949222582152735,two,0,three,five,four,0.0380253940957753,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,four,0.0210630016025081,1,0,three,0.830734687510192,0.348472303607021,0,five,0,0,two,0,0.896367446967496,1,0,0,0.808865206918684,four,three,0.768246497594674,five,0.605819729413635,one,0.521830495618876,1,six,two,1,1,0.171524667452944,one,two,0,six,two,0,0,0.0154110685579153,0,two,three,0.379857069985813,1,0,0,1,0,1,0,0,one,two,0,two,one,0,0.516140960539977,0,six,1,1,two,0.870256027134756,1,0,five,0.781635357250512,0.40028109286148,0.372840107388957,0.378231201212837,one,0.273819012798733,0.939361546504849,0.813301745931394,two,0.91636130516573,three,1,four,0.00587549683148614,0.222601861998082,0.89630462657279,one,0.752178209931447,1,0.0842240027502065,seven,0,three,0.825479329796375,seven,four,three,three,two,0,1,0.59761548939895,five,0,0,0.404781085301817,1,0.579300326443663,0.581569743083947,two,two,0.536626463485587,two,two,two,0.430303229081157,0,0,1,0,0.961465241894937,0.455283957454425,three,five,seven,1,1,four,0,0.416638241248483,three,1,four,0.361457840057301,one,one,six,0.264759041136087,two,three,five,0,0.485380295599107,0,five,three,1,0.457071711676151,one,three,two,0.955011289953227,two,0.927514904908414,one,0.564583227002401,five,0.334477397029795,0.251744487295331,one,seven,0,0.107157722980993,1,0,one,three,0,0,0.772231910124771,1,0,0.296940058918378,seven,0.548018170246712,1,three,one,three,0.88147561472515,0.0102754694437979,three,four,0,0,1,0,four,1,four,0.0290840217804241,0,0.946608399035747,0.64142826358584,0,five,0.966354231531143,1,six,0,two,1,0,0.0410357274040104,0.795985077550374,0.911229982076783,0.3471200737249,0.779959678368511,0,1,1,one,seven,five,0.202545111798251,0.0426624934703763,0.412448148115214,0.690119865231585,one,two,0.366818450244154,1,0.661431683192028,0,0,1,0.18295417383694,0.85265700476234,0.523535712125212,0,three,0,0.23439827289767,1,1,0,0.512895572151669,0.465019460425865,1,0.609040660314356,0.177484748923866,three,1,0,0.265166972041348,0.964904059170078,three,0.183401089938577,0.219866422090218,0.425330516061098,1,three,0.514495607981696,1,1,four,1,0.816756836986749,1,four,1,0,0.440288647469528,0,0.979636420988832,0.712917969624291,one,1,seven,five,three,0.758651164345652,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,four,0.196540748118326,0,0,three,0.967539767356158,0.24259633493664,1,four,0,1,six,0,0.335070318911594,1,0,0,0.615051039834848,five,five,0.04410188498808,one,0.498215513099305,three,0.442255118484255,1,two,one,0,0,0.0780074672223305,two,two,1,six,two,1,1,0.602528779186207,1,two,three,0.829937713757907,0,0,1,0,1,0,1,0,two,three,0,three,two,1,0.244760271787605,0,four,1,1,three,0.012704351937871,1,0,five,0.814854794637037,0.162712291167266,0.650274406226877,0.502740758590809,three,0.383937946756932,0.655646355327068,0.646827446828035,five,0.876181721467494,two,0,three,0.636888770787017,0.943673271587937,0.868550442281309,two,0.628967582925224,0,0.445594384414315,five,1,six,0.640339579515517,six,two,one,two,three,0,1,0.573286385133772,four,1,0,0.75791109140229,1,0.350678178283034,0.420230675589002,one,one,0.81329500402841,one,one,three,0.401454919790865,1,1,0,0,0.427191998890078,0.917554129621267,one,two,five,1,1,one,1,0.16594701983429,six,0,two,0.713807117327546,four,five,seven,0.887359344650358,three,one,four,1,0.545792462850668,1,five,two,0,0.0388751039928922,five,four,four,0.655700993484835,four,0.690196363067708,six,0.415222986643894,nine,0.113380779954049,0.348814731756773,seven,one,1,0.699990347772987,0,1,three,five,0,1,0.371524072741214,1,1,0.43899191097036,six,0.325412621102405,0,four,four,one,0.398081912260146,0.0804241130238955,three,one,0,0,0,0,five,1,three,0.994625856867393,0,0.394241103214647,0.48543076993915,0,six,0.0117372628143161,0,four,1,seven,0,1,0.097843369447788,0.412815220850827,0.00435342021167362,0.420321194828361,0.0530310846170438,1,0,1,two,five,four,0.679836293952577,0.590602098616749,0.784806155986376,0.402747523559295,three,four,0.0961006195458982,0,0.109289351466499,1,1,1,0.316038839994311,0.781233668966778,0.104586309294841,1,one,1,0.883848305724672,0,0,0,0.152320432413303,0.47401284915164,1,0.497705114948105,0.581920176443509,five,1,0,0.881344211733589,0.786780678239511,four,0.859253836546368,0.526800851273381,0.67263398463603,0,one,0.636413864909227,0,0,four,1,0.104527396971865,1,four,1,1,0.229896667957961,0,0.462073484258916,0.480965871552628,one,0,two,four,two,0.972827409609045,1
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,five,0.876662115617339,0,0,three,0.842024600176374,0.243444496917981,1,three,0,1,two,0,0.543406192963656,1,1,0,0.076648946196611,one,six,0.703340388413724,one,0.918334467365173,four,0.322872027801016,0,three,six,0,0,0.241329100711789,one,four,1,eight,three,0,1,0.970466149842164,0,three,one,0.00317448415085608,0,1,0,0,1,0,1,0,two,two,1,one,two,1,0.811513126307286,1,six,0,1,three,0.230976780780871,0,1,four,0.2487757732182,0.580966854932297,0.269470417895895,0.604962127750847,four,0.423169176276873,0.602773950341106,0.301185133037676,two,0.421113576853685,three,0,two,0.928859937020028,0.438997955047776,0.861073634743264,one,0.843260262740412,1,0.293088688375126,one,1,four,0.964536870820166,four,two,four,four,one,1,1,0.389333854803347,one,1,0,0.753029070175221,1,0.530479694621049,0.40845596404387,one,one,0.612849544626708,five,three,three,0.883672521909763,1,0,1,1,0.943980235496671,0.455050973831155,five,five,four,1,1,one,1,0.623399155542592,one,0,one,0.218966516085805,four,three,six,0.536982119884537,nine,four,five,0,0.306530409148463,0,five,two,0,0.177850846007088,four,five,one,0.342361608861203,five,0.480930422570972,five,0.431627994935697,seven,0.211106734620403,0.763397157036882,seven,five,1,0.601537478884637,1,0,four,seven,0,1,0.249235596356005,0,1,0.721711843293593,eight,0.73665933829439,1,three,two,five,0.306545381368855,0.714410339915807,one,four,0,0,0,1,five,1,five,0.870210424818345,0,0.688411149106049,0.858348309888229,1,four,0.993195110901047,1,five,1,two,1,0,0.509700279338594,0.417914427555674,0.561008132837645,0.996344785359842,0.618717261707901,1,0,0,two,five,five,0.796457683156764,0.665308632815603,0.766657237695072,0.325765409458659,two,two,0.813357985261184,1,0.217567423533438,0,0,0,0.903359301368223,0.682816387864415,0.382910603960989,1,two,0,0.895814061935456,0,1,1,0.156759540582807,0.767888401309889,0,0.260954482713317,0.188844732022502,eight,1,0,0.432319619907468,0.752625621535675,two,0.521357591820777,0.482220360248246,0.849827325666288,0,three,0.685878767282227,1,0,three,1,0.400982290756096,0,three,1,0,0.652152462366554,0,0.288144637692751,0.463306883059621,two,0,seven,five,two,0.519316638874607,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,three,0.234111877683636,0,0,one,0.556366685777436,0.823650804485941,0,eight,0,0,six,0,0.91053165902901,0,1,1,0.509552995224714,six,three,0.184212936113152,two,0.741202139991352,four,0.596079555445145,1,four,seven,1,0,0.919504825967399,three,four,0,four,two,0,1,0.718393722178966,1,four,three,0.204327201514022,1,1,0,0,1,1,1,1,one,one,1,two,one,1,0.752963498912369,0,one,0,0,two,0.979907703221854,1,1,five,0.208036466160253,0.53866886519635,0.529911620005678,0.148761145456169,two,0.0685129137890578,0.172369434457164,0.0605026664877929,two,0.279769235559798,four,0,four,0.860616566772364,0.763196747864628,0.234174233107796,three,0.891834104236086,0,0.737771797550292,one,0,four,0.507934304520125,seven,six,two,one,one,0,1,0.448269018478716,five,0,0,0.0537718131615009,0,0.410052840860483,0.0260563824177279,four,two,0.570729070840605,one,two,three,0.225586421491162,1,0,0,1,0.95351568498844,0.953568805441929,three,one,six,0,1,three,1,0.921147401553789,five,1,three,0.978663103094434,two,three,six,0.0161894832792476,nine,six,one,1,0.370895473389603,1,two,three,1,0.38245506292594,three,one,five,0.934395486797382,two,0.187158023156689,three,0.525941118359968,two,0.393182916321484,0.656540916480601,two,four,1,0.307251245774565,0,0,four,four,1,0,0.886651102154012,1,0,0.917776233554911,seven,0.389932518704193,0,five,three,four,0.766688271431291,0.733928383329845,one,seven,0,1,0,0,one,0,two,0.357388626141286,0,0.086515901304304,0.582137083609919,1,two,0.952705487174668,0,seven,0,three,1,0,0.329616817248362,0.865004824939178,0.428081336597842,0.748765535015542,0.742172979946127,0,1,1,three,two,two,0.204783335669047,0.103591180679029,0.0546920838647588,0.667311009131934,two,two,0.0896257847160032,0,0.968206153989671,1,1,0,0.621095901691655,0.418202203692046,0.899064698082837,1,three,0,0.496021315654626,0,0,1,0.799082372430952,0.135942571898171,1,0.218656469923295,0.627855560889344,one,1,1,0.570361869303902,0.779593471582898,two,0.195278487278226,0.877561947820521,0.151590727531014,0,two,0.510293680286693,1,0,three,1,0.228105445761284,0,two,0,1,0.498089197437923,1,0.977409798904746,0.605178555220109,one,1,eight,eight,two,0.782141244438935,0
three,1,three,0,1,three,0,0,0,0,0,three,0,three,three,0,three,0,0,0,1,three,0,1,three,0,0,1,1,0,four,0.771638232462251,1,1,four,0.229842263458505,0.781104358135147,0,three,0,1,five,0,0.00434036250684866,0,1,1,0.23640941770628,two,one,0.302567315988686,five,0.685127128269803,two,0.745260013186976,1,seven,seven,0,1,0.152097673488577,one,four,0,seven,three,1,0,0.644027630391485,0,one,one,0.690561945879384,1,0,0,0,0,1,1,0,one,two,1,three,two,1,0.951075655311908,1,five,0,1,four,0.277706734673559,0,0,three,0.743062544036352,0.172009823143978,0.837576873082727,0.00535516098061206,four,0.328336029471658,0.412351260920717,0.983562061980419,eight,0.876645421053811,three,1,one,0.114179357102298,0.0194240465871763,0.176162535741425,five,0.499862983121567,0,0.768658779143184,seven,1,five,0.952806732842841,eight,one,four,three,three,1,0,0.0455653473389828,three,0,0,0.386736585621085,1,0.208831059342089,0.266373064232086,six,three,0.528041177217814,four,three,one,0.634057336897731,0,1,1,0,0.0611999221139314,0.0343972648194171,two,three,five,0,1,three,1,0.521884138077029,eight,0,two,0.799698382043197,eight,five,four,0.431686762742521,seven,three,three,1,0.598923037396838,1,seven,three,0,0.789774746488747,five,one,three,0.624827283487002,three,0.405204609262618,seven,0.866380172114521,five,0.760787668417591,0.349736576506422,one,four,1,0.132755211249563,1,0,four,four,1,0,0.0805466331870286,1,0,0.313752718431501,three,0.736122524326158,0,four,one,four,0.77110529713509,0.75129235383415,four,seven,1,1,0,0,eight,1,four,0.0767621626371005,1,0.727373214564687,0.793237988381372,0,six,0.491312208034692,0,three,0,seven,1,1,0.493137113661393,0.843430873207636,0.959130280840736,0.447313482735437,0.120046590460246,1,0,0,three,two,five,0.43072471590572,0.591566119686666,0.295615355710807,0.249292272454244,three,five,0.683160963205665,1,0.0200326086813629,0,0,0,0.300486163928832,0.129958109833032,0.62280162044376,0,two,0,0.335560390475311,1,0,0,0.515670906795393,0.356178538058979,1,0.215514655011773,0.664508254319705,six,0,1,0.607839057105327,0.161092975941494,one,0.55857152850689,0.0948315315646281,0.522015190833465,1,three,0.289143881576425,0,0,four,0,0.682998697972062,1,one,0,0,0.469651304256858,0,0.399038547669595,0.512562999986459,two,1,six,four,four,0.235062274338401,0
