cdata12,ndata34,cdata96,bdata33,cdata72,cdata27,ndata14,cdata25,bdata49,cdata40,cdata49,ndata92,ndata36,bdata84,ndata30,ndata86,ndata16,bdata11,cdata32,cdata92,bdata80,ndata98,cdata45,cdata11,cdata69,cdata44,bdata12,cdata17,cdata24,cdata75,ndata73,cdata57,ndata49,bdata68,bdata54,cdata95,cdata47,cdata65,cdata6,cdata56,ndata3,ndata61,bdata83,bdata40,bdata44,bdata48,cdata60,bdata38,cdata15,ndata12,cdata77,cdata37,cdata97,bdata57,cdata73,bdata21,cdata54,bdata61,cdata1,cdata20,cdata31,ndata74,cdata82,cdata43,cdata68,bdata74,bdata46,ndata54,cdata30,bdata59,bdata87,bdata85,ndata2,cdata13,ndata15,ndata67,bdata7,ndata13,ndata27,bdata19,ndata42,bdata36,cdata4,cdata61,cdata62,ndata44,bdata9,cdata18,ndata76,cdata41,bdata14,cdata100,cdata16,bdata47,cdata9,ndata19,bdata77,ndata88,ndata59,bdata13,ndata80,bdata29,ndata37,ndata50,ndata97,bdata56,bdata6,bdata1,cdata55,ndata4,bdata92,bdata60,cdata34,cdata33,cdata79,ndata84,bdata81,bdata45,bdata64,cdata91,ndata65,bdata55,ndata82,bdata63,ndata91,ndata41,cdata80,bdata25,cdata93,bdata34,ndata38,ndata95,ndata29,ndata8,cdata66,bdata22,bdata72,cdata74,ndata60,bdata91,bdata97,bdata24,cdata10,cdata50,ndata32,cdata85,cdata46,ndata20,cdata83,ndata26,bdata16,ndata93,cdata71,cdata58,ndata31,cdata67,bdata73,bdata58,bdata2,bdata51,ndata35,bdata89,bdata66,ndata64,ndata75,cdata35,ndata51,ndata9,cdata63,ndata24,bdata4,ndata72,ndata23,bdata15,bdata31,ndata18,ndata70,cdata64,ndata63,ndata87,cdata5,ndata46,cdata81,ndata22,ndata52,bdata98,cdata7,ndata53,bdata43,bdata32,bdata35,ndata94,cdata2,ndata78,bdata88,bdata90,ndata10,cdata28,bdata37,ndata25,cdata22,cdata70,bdata95,bdata10,bdata8,cdata26,cdata98,cdata23,cdata39,cdata51,cdata8,ndata56,cdata29,ndata81,bdata39,ndata47,bdata41,bdata65,bdata78,ndata77,cdata94,ndata48,cdata76,ndata69,bdata27,ndata55,cdata21,cdata90,ndata83,bdata69,ndata7,bdata75,bdata50,bdata86,cdata89,ndata71,ndata68,ndata66,ndata62,cdata36,bdata20,cdata99,cdata52,ndata79,bdata71,ndata58,cdata88,bdata94,ndata1,cdata78,bdata79,cdata87,bdata70,ndata33,bdata5,ndata85,ndata43,bdata18,cdata38,ndata99,ndata39,ndata5,ndata96,ndata6,bdata23,ndata90,bdata53,ndata40,ndata17,bdata67,cdata48,cdata59,bdata93,cdata86,bdata62,cdata84,bdata76,bdata96,bdata26,bdata42,ndata28,bdata28,cdata19,bdata52,bdata82,bdata100,ndata57,cdata42,bdata17,ndata21,bdata99,ndata89,bdata30,cdata3,cdata14,cdata53,ndata11,bdata3,ndata45,ndata100
four,0.917000804116893,three,1,two,one,0.119873905130483,two,0,five,three,0.583752834658326,0.0492798515067112,0,0.47945280545197,0.565085453600782,0.728576351371114,0,three,four,0,0.363872586721331,five,one,eight,six,1,three,four,three,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,three,0.785925642569486,one,seven,four,1,1,0.439745466863525,three,0,1,0,0.231484512864194,four,0.445213190157266,0.470543734691831,0,0.777666958659986,0.996968066093781,1,0.979480544383507,1,seven,seven,one,0.466222629405758,1,three,0.299064188306579,eight,1,three,four,1,four,0.187666398767722,1,0.93535909379114,0.35631946730737,1,0.0153888634115654,0,0.00882331785941337,0.776348891652051,0.507554356230377,1,0,0,two,0.236915365143392,1,1,three,two,two,0.253036982681234,1,0,0,two,0.994083207815211,0,0.821317300441889,0,0.030251264639434,0.127238445633884,three,1,two,1,0.936826261042646,0.766598441072202,0.24750439105047,0.814849620134979,two,0,0,four,0.346434775698904,0,1,1,two,two,0.354049508427699,two,two,0.482132610780452,three,0.195546175626657,1,0.207559927730999,three,three,0.371839816848476,four,0,0,1,0,0.584757563478552,1,1,0.802411082713088,0.640934943299447,three,0.616669529878414,0.695019468162496,one,0.62894631642618,1,0.958889735402796,0.646753571838867,0,0,0.533624114779279,0.692463581871998,two,0.0145130983396089,0.839868741144981,six,0.20246908100988,one,0.926537174281317,0.613169268545746,1,one,0.106176696386998,0,0,1,0.237052286038193,two,0.634370349084218,0,0,0.0420271787641484,three,1,0.838816838774047,six,seven,1,1,1,three,three,three,five,four,six,0.429702415444171,two,0.216820226862748,1,0.981714666652853,1,1,1,0.119492137751254,three,0.740929369555599,four,0.619400325926533,0,0.567726309296293,eight,three,0.341273093887571,0,0.740636645922283,1,1,0,seven,0.363809208702107,0.934820072934169,0.268576114905927,0.977367666710569,three,0,six,two,0.798676377287045,0,0.512667452365199,one,0,0.976896722840715,one,0,seven,1,0.890299120175259,1,0.208966786877053,0.0902243655694043,0,seven,0.97513218549158,0.432770905266331,0.945871645498587,0.17348809404842,0.556781696385794,1,0.907924306625549,0,0.858338058860913,0.349688257284615,0,three,four,1,eight,0,six,0,0,0,1,0.281544246743564,1,one,1,0,1,0.962232644525606,four,1,0.203527199732742,1,0.0765424705973125,1,nine,six,two,0.129802760702057,1,0.628527666920488,0.815076021110656
four,0.360548821194227,one,1,one,eight,0.0553746094742086,one,0,five,five,0.308297330544856,0.193460279649387,0,0.601627440296646,0.1963081849402,0.202334774380307,1,four,one,0,0.199373403476914,three,three,six,four,1,three,one,three,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,two,0.323368564262655,one,two,two,0,0,0.00797795927676781,two,1,0,0,0.261321732032781,seven,0.0790196178033717,0.387751121967916,0,0.890507754754648,0.83183795730786,1,0.0809765553593506,1,one,three,five,0.454117021580969,1,two,0.687317180474999,two,1,four,two,1,three,0.725123699428365,0,0.108758724650921,0.86975687104157,0,0.83909342677328,0,0.122632187440933,0.252593271188719,0.451006264716643,1,1,1,three,0.916208951053113,0,1,one,six,three,0.351485868111023,1,1,0,two,0.770101885587552,0,0.448210227184906,0,0.137124574249993,0.656596708896449,two,0,one,1,0.682386026456116,0.806451554826201,0.319372440703876,0.495099368560359,three,0,0,two,0.999155811441458,0,1,1,three,one,0.726408002597014,three,one,0.857246497302137,one,0.620354704207618,0,0.425654760425947,two,two,0.244363500494556,one,0,0,1,1,0.354340618227656,1,0,0.773263095902235,0.231592220535324,two,0.739839617115824,0.0475137731054019,six,0.766502432398404,0,0.0272553175010777,0.303828641540325,0,1,0.280463459329018,0.808809776651318,four,0.562302300196055,0.632201159476648,five,0.237417114132357,one,0.940254981120455,0.954503544170776,1,two,0.642847349861065,1,1,0,0.10788119688266,two,0.343601762880562,0,0,0.0135154704070357,eight,1,0.274838620124317,nine,six,0,1,1,two,two,four,one,one,three,0.645412824548702,one,0.267970868829971,0,0.933439628134071,1,1,1,0.47864242080719,one,0.747811053064764,five,0.131503553944452,0,0.609652576631185,seven,five,0.681321523231686,0,0.895490222884128,0,1,1,five,0.815993805362105,0.786911142555422,0.0150855478211824,0.209785807856966,three,0,seven,five,0.888812664450567,0,0.251496116709576,one,0,0.476284910453606,one,0,four,1,0.397938843341042,1,0.0930447163564324,0.287699749978036,1,three,0.167254002800356,0.78089123425326,0.18461820475641,0.129248628062537,0.162394464956975,1,0.81334840601837,1,0.0170336874989003,0.359262884927895,0,three,four,1,seven,1,three,1,1,0,0,0.524717400264046,1,seven,1,0,1,0.857667710264177,one,0,0.432357122717389,0,0.857899329695363,1,six,five,one,0.962648571666415,0,0.952298659066357,0.517658874081033
four,0.256869913125384,three,0,three,three,0.0089317562052682,one,0,five,one,0.617692159403752,0.92502223937896,1,0.698062158072955,0.606289003462909,0.344537144044413,0,six,one,0,0.499841346316975,two,six,five,three,0,two,one,three,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,five,0.0579651065005267,two,eight,three,1,0,0.883387746553781,two,0,1,0,0.858502478787188,two,0.974331175895296,0.838355020945589,1,0.0255234493641647,0.270732873913579,1,0.734254237052196,0,seven,four,one,0.319409454243827,1,four,0.0500186548116257,one,1,two,three,1,four,0.127414522662083,1,0.00274311818353157,0.649286587902179,0,0.596066386623987,1,0.662244813905787,0.86042209646871,0.021679159620912,1,1,0,one,0.115861342175819,0,0,three,two,two,0.74659443358708,1,0,0,three,0.334130785009848,1,0.545592730583016,1,0.998575048138169,0.482799837549416,two,0,three,0,0.432185288866961,0.396778127759674,0.761287486084419,0.248175573815257,three,0,0,five,0.827273429983625,1,1,0,three,two,0.469156590843776,three,four,0.453189789901602,three,0.238694043066182,0,0.074351194364677,two,seven,0.558747545602131,seven,0,0,0,0,0.888471024035546,1,1,0.17099028366966,0.432638005375741,four,0.101015295811935,0.377765416096709,three,0.0371942315402571,1,0.894242102531411,0.421492720000103,1,1,0.993878329092878,0.854717159783479,eight,0.197165787085846,0.437344645329623,nine,0.344097506157827,three,0.880268492159209,0.158513604909302,1,three,0.240382735717224,1,1,1,0.96915734961495,three,0.959534184497121,1,1,0.411818718221655,nine,0,0.76875880201331,five,five,1,1,1,one,two,four,three,one,four,0.233163524086094,one,0.451147660936993,1,0.135707806745237,0,0,1,0.846320114815174,three,0.542734216249056,six,0.521548727687147,1,0.652689664082992,seven,five,0.629087222547599,1,0.672302057838322,1,0,1,seven,0.335494674179605,0.402795166005049,0.996121581640712,0.156524998584702,two,0,one,two,0.0225401756035128,1,0.422923596869584,seven,1,0.895728652497398,four,1,two,1,0.803119662615684,1,0.289122510183971,0.467759435680137,1,six,0.999247972806776,0.167062813423904,0.982679157966314,0.608527678348532,0.194909540171355,1,0.14302371860411,1,0.73252813759067,0.317674023636076,1,three,four,1,six,0,seven,1,0,1,1,0.261819409505221,0,seven,0,0,0,0.125074868088352,two,0,0.799062371032774,0,0.0195265938992659,0,three,eight,five,0.146784655706992,1,0.913334566854517,0.996109601223912
two,0.43896063438328,two,0,three,two,0.953364104078066,one,0,two,four,0.475091961967135,0.986116840648742,1,0.379539161075807,0.248037587282932,0.710836111009211,0,two,three,0,0.751612435187447,five,one,one,five,1,three,three,two,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,one,0.746258782441146,three,three,seven,1,1,0.902518975936068,four,0,0,0,0.679861797847607,two,0.824025337261841,0.47423760566022,1,0.112481730636891,0.955973702094153,1,0.583062000430239,0,one,four,six,0.270983250243284,0,two,0.412719669215019,six,0,three,two,0,three,0.798192416840096,1,0.999160160501606,0.75655838827286,1,0.388885376039709,1,0.583209886741234,0.543567697184546,0.753128246615391,0,1,1,three,0.397897409176217,0,1,three,nine,one,0.963436197838231,1,1,0,two,0.036882653578336,0,0.0806255976900691,1,0.87580727668297,0.193200350135601,three,1,two,0,0.805109985138297,0.551989163945649,0.885688179208085,0.0188382027536423,four,0,0,one,0.335113150875998,1,0,0,two,one,0.77096503241231,two,one,0.246747826298406,three,0.147079274245761,0,0.79651934258618,three,eight,0.940963395075504,five,0,0,0,1,0.916811032804922,0,1,0.0971177452580237,0.944310278912312,four,0.753979572027843,0.563855098069301,five,0.0950082490378603,0,0.935220706908669,0.182638361357811,1,1,0.357031455882094,0.717535334480877,nine,0.989020204933898,0.144233161473343,eight,0.0437590854024525,three,0.0512929489978015,0.703614863529898,0,one,0.0285414143510846,0,0,0,0.907383997907369,two,0.232989291253886,1,1,0.343268980608467,four,0,0.00671407798022872,one,one,0,1,1,three,three,six,four,five,four,0.582823335013438,one,0.124320057435507,1,0.214409429410004,0,1,1,0.875069568147609,three,0.226008526705129,two,0.581143427932456,1,0.367517906455867,three,three,0.925325120659286,0,0.557362067653299,0,1,1,two,0.773611376779153,0.965405134655176,0.539129800391823,0.899950944269353,four,1,seven,one,0.585941726060632,1,0.4752440032802,three,0,0.402826335209989,four,0,one,0,0.873628488360386,0,0.734525264326097,0.231932855517008,0,one,0.54459644429025,0.0396250972644842,0.32923699769318,0.827800354054903,0.419609514905614,0,0.465423288085258,1,0.738184746406306,0.788249137669543,1,three,four,0,nine,1,five,1,0,0,0,0.0260340556795603,1,two,0,0,1,0.28604267654301,three,0,0.0225222408691546,0,0.649640804351583,1,five,eight,two,0.782517703106763,0,0.800556849304661,0.45721698358188
four,0.0730578041066953,eight,0,one,six,0.341991443511738,three,0,four,five,0.354602596841756,0.808967653949006,0,0.381031742593181,0.216020896920914,0.636636128460647,0,five,three,0,0.156566526603728,three,eight,six,four,1,one,three,three,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,five,0.429044306110437,two,five,three,1,1,0.254691639672851,five,0,1,1,0.928081262537309,seven,0.678840392367887,0.65080780861337,1,0.747370658756458,0.0130374304303936,1,0.982819745154839,1,three,seven,three,0.409882509488101,1,three,0.451448292015718,six,0,four,three,0,four,0.960610586774452,0,0.908081385996139,0.434262240979171,1,0.578498241561146,0,0.941629531969531,0.758653619033807,0.344390625840008,0,1,0,two,0.873573741440134,1,0,four,seven,one,0.756458240251182,0,0,1,two,0.510997613017684,1,0.928822500391028,0,0.902714322326047,0.960904110666124,four,1,four,0,0.272124048543161,0.591272039124075,0.493210113693588,0.892832583295735,two,1,1,one,0.597381031571198,1,0,0,one,five,0.782689535761127,two,six,0.506817702877015,two,0.150686316522627,0,0.527184305927985,three,six,0.879121612018218,four,1,0,1,0,0.8757996101138,0,1,0.983311683402119,0.151032737060883,one,0.174281346937296,0.503193796498546,one,0.954055437609171,1,0.0967671636999836,0.459770320390478,1,0,0.358733373677077,0.373867606511279,six,0.554077745228113,0.0781897241242197,four,0.871572651649563,two,0.403709719206371,0.443721277846874,0,four,0.616996294532207,1,1,1,0.111760890470895,one,0.449262648420894,0,0,0.58010948757454,four,1,0.252019196674353,three,three,1,0,1,one,three,four,six,five,seven,0.843216845439249,five,0.618502955309823,1,0.84102487287095,0,0,1,0.844999930341814,one,0.240747162562502,seven,0.415773968968297,1,0.284520669189355,five,three,0.956756210893681,0,0.505874086993604,0,0,0,seven,0.908162572685907,0.0607943982453601,0.0750919218747466,0.423594129758144,four,0,three,five,0.318769374779383,1,0.368699230332221,seven,0,0.930962126184953,four,1,seven,0,0.176734560628118,1,0.946744642457946,0.573975053199177,0,six,0.541243381821133,0.601343357006821,0.00129112279212118,0.524783156943803,0.614265517440493,0,0.165598481901704,1,0.597355979195814,0.335071794245711,1,two,two,1,three,1,five,1,1,1,0,0.547213663240432,1,seven,1,0,0,0.389860863059608,two,0,0.274270344904078,0,0.733184059355554,1,one,two,two,0.778073752060606,1,0.0722941854651876,0.373412867028559
five,0.50607031382051,one,1,two,one,0.572111840029172,two,0,two,two,0.169648060692575,0.177714849834302,0,0.553368222537113,0.791419273622803,0.18134242696896,0,six,two,1,0.384654578813445,five,eight,three,six,0,two,one,two,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,six,0.224855769982388,four,four,eight,1,0,0.828532947794956,one,0,1,1,0.250387443785947,seven,0.147203045748588,0.433154469199044,1,0.951950125758862,0.112470012903212,1,0.747688215970122,1,six,six,seven,0.00650798807549702,1,four,0.588152827766676,six,0,four,two,1,four,0.227955260902734,0,0.338367317304082,0.293101363207935,1,0.848788149249518,1,0.00398832963681395,0.135874993418588,0.1315880745405,1,0,1,three,0.199335451621529,0,0,one,one,three,0.57455826248859,0,1,1,three,0.768588705952112,1,0.482081687607637,1,0.999833839107662,0.289935506591852,four,1,four,1,0.800500549395713,0.2066881181194,0.87350830698204,0.391649985069791,three,0,1,three,0.594007214503903,1,0,0,three,four,0.027581172820758,three,two,0.980726297783652,three,0.975269397247831,0,0.478855041780645,four,five,0.215530329022377,six,1,1,1,0,0.182051242102035,1,0,0.881288512335614,0.222761926802528,four,0.644538329569901,0.0184575862004924,one,0.069309305356128,1,0.495781405309176,0.723542651370775,1,0,0.925715241315636,0.742043118836333,four,0.676889818272462,0.217094705042988,three,0.767276805498517,three,0.277170037837028,0.430593733665723,0,four,0.0755688625510919,0,1,0,0.874502949010749,three,0.285779469971998,1,1,0.529289063789806,seven,0,0.112906261628156,four,six,0,0,0,one,three,two,three,four,four,0.71050843241172,one,0.560093578652176,1,0.162305973631209,1,0,0,0.257703147251343,one,0.888240509369857,three,0.564129247387635,0,0.104985424761031,seven,four,0.435434660196833,0,0.945243203763519,0,0,0,eight,0.414049210632652,0.949592960404752,0.0772085687461472,0.782663821882285,two,1,two,four,0.0963156418093158,0,0.123697419541994,six,0,0.211644635954637,two,0,four,1,0.66929948947428,0,0.517760546333728,0.00265311559150927,1,one,0.908694321322651,0.278860159618166,0.48760896295504,0.374824715939454,0.0845718839804985,0,0.98062211149682,0,0.672749209406841,0.641194272346587,1,two,one,0,nine,0,two,1,1,0,1,0.548684515293703,1,three,0,0,0,0.248488311877515,four,1,0.185981958664925,0,0.271003481544855,0,two,six,four,0.647865906324264,0,0.261834823901936,0.608034747496876
five,0.278686105543084,three,0,one,five,0.0194273355942678,three,1,one,one,0.300464061174088,0.403528034255271,0,0.605239359591662,0.724330838541039,0.223610803561124,1,six,three,0,0.325717379587596,one,eight,four,seven,1,five,one,three,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,eight,0.639283021697586,three,five,five,1,0,0.268956293529514,five,0,0,0,0.0672987524729816,five,0.599847983152724,0.339584931281337,1,0.415441904377378,0.0030662232930796,0,0.57092322034517,1,six,four,three,0.105176126922528,1,four,0.120237818068498,one,1,one,four,1,three,0.0731182905934274,0,0.0879536864794686,0.35275804911614,0,0.326707001065311,1,0.0516617927633826,0.052066449615543,0.301838294829048,1,1,1,five,0.125161581094813,1,1,three,one,one,0.328047453976061,1,0,0,four,0.157811824247925,0,0.788909522856547,0,0.410607262326826,0.85396806929528,two,0,four,1,0.533623587450462,0.0729555752072774,0.137668797942824,0.930198826457807,three,0,0,three,0.308316806522941,0,0,1,three,one,0.6721762356366,one,six,0.0985317171888451,two,0.909461385603158,1,0.954372739696324,four,seven,0.842488402191655,five,0,1,1,0,0.592932607700714,1,0,0.837450734930305,0.998106204810803,two,0.103381133287898,0.807117419991422,one,0.90301681237592,0,0.576069620060629,0.0979563100344303,0,1,0.453071753150634,0.1048210823807,five,0.350895646589116,0.54988337670508,five,0.128199988297264,four,0.750052143424764,0.154097659737574,1,one,0.122905204120031,1,0,0,0.471574076720495,three,0.0794655226241293,1,1,0.274075695747726,six,1,0.665253291326191,five,seven,1,0,0,three,one,three,six,five,five,0.53157410848474,three,0.0210797308209597,1,0.49092297642438,1,1,0,0.0701487383618709,one,0.120157590558741,six,0.874474477580937,1,0.773316875213558,seven,five,0.554075376541603,0,0.72208893440808,0,1,1,two,0.12157477759869,0.627241978144144,0.677469641628586,0.207562295333548,one,1,six,three,0.581191638092102,0,0.862691186986961,two,1,0.533561948729872,two,1,seven,1,0.615849844566192,0,0.506486054412053,0.0194975712058447,0,one,0.412418640804787,0.586677844930282,0.886511119449189,0.435200212742814,0.221495714144585,1,0.308064133154881,1,0.487210634630651,0.349426199334848,1,two,two,1,one,0,two,1,0,0,0,0.760364037993735,0,five,1,1,0,0.660564958630712,three,0,0.85471540212198,1,0.831862895128923,1,six,nine,two,0.766695574563221,1,0.53024913527766,0.702297109417679
five,0.167191709757482,two,1,two,seven,0.414420417197135,one,1,five,four,0.575746963059304,0.0349112124725293,0,0.368461061247121,0.416750449006159,0.243591330035169,0,one,two,1,0.651291941224129,one,one,one,one,0,five,two,one,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,seven,0.151402103619112,three,one,six,1,0,0.433745374357099,three,1,0,1,0.0757408227310229,five,0.397313447964982,0.0690565542657453,1,0.3028949300761,0.914006125586732,1,0.586678984351446,0,eight,one,seven,0.571692019117539,1,one,0.0216233686446745,six,1,three,four,0,three,0.242271277667286,0,0.889918929664828,0.165202378871336,1,0.700511971956453,0,0.659730713346149,0.754056932223142,0.326320055684668,0,1,1,two,0.924778427438254,0,1,one,two,two,0.0553626757425267,0,0,0,four,0.600732743402481,1,0.152984761348184,1,0.0747248322809131,0.991911474306207,six,0,three,0,0.562292260805855,0.852366847866262,0.465448999648498,0.474441746903167,four,0,1,four,0.0255554423277521,0,0,1,three,three,0.360513848278245,four,three,0.421795999702273,three,0.387562903901842,1,0.860856319752192,three,eight,0.295769303685625,one,0,1,0,0,0.939291019050614,0,1,0.465498096778858,0.747812415149323,five,0.194685859684407,0.835746109612933,four,0.229064819884976,0,0.283236821893485,0.85117136285191,0,0,0.991379300373706,0.346616778747442,five,0.945118765938817,0.309560491005981,six,0.901372598272474,four,0.899717188185773,0.173450717557486,0,one,0.105430412412825,1,0,0,0.721992588443655,three,0.771740990126303,0,0,0.127177033163166,one,0,0.852838844899009,one,two,0,1,0,two,four,one,four,five,four,0.916598084641895,five,0.630836775204657,1,0.266989503974255,1,1,0,0.016254770997325,two,0.599341564067906,one,0.828944062375825,1,0.638055075719937,one,one,0.212126172194393,0,0.112580123888887,1,1,0,two,0.651948688935665,0.813142748688589,0.0563481214379076,0.836777995894145,four,1,four,four,0.218770640857989,0,0.122791567025689,three,1,0.78932174747869,three,1,one,1,0.109725213336208,1,0.683090865394069,0.676513194578011,1,two,0.401905813511582,0.518607619429308,0.253266311892999,0.962485872141183,0.197925426711049,1,0.226884648486126,0,0.429976347958612,0.0518699009933803,1,two,one,0,three,1,four,1,1,0,0,0.64234223692909,1,three,0,0,0,0.174047448159611,one,1,0.733687731461925,0,0.0974221348080169,0,seven,one,four,0.117893324130985,1,0.209040536883412,0.137090535702959
three,0.541884289973463,eight,0,two,five,0.134820013987231,one,0,three,four,0.866179707559895,0.595256774385205,0,0.0120587277380766,0.742594986049186,0.183733655550699,1,two,four,1,0.38619362412652,two,one,five,two,1,three,four,two,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,two,0.237665424591457,four,one,four,0,1,0.546582458262609,five,0,0,0,0.194726657406768,three,0.352483942761709,0.582436426121193,0,0.991574233786696,0.809685187173797,1,0.826574737928504,0,three,six,five,0.821691754387464,0,one,0.984840667757445,four,0,four,four,1,one,0.564098307433849,0,0.777992698796381,0.984668250874302,0,0.838908058276095,0,0.382755401269241,0.0689687859609914,0.226923682379222,1,0,0,three,0.337658623632107,1,1,one,nine,four,0.778353387445284,0,1,1,four,0.141915455558731,1,0.0368339093917017,0,0.581561707427019,0.0568912533309581,four,0,five,1,0.389273933872292,0.108022606221228,0.354916916922573,0.500043696753494,two,0,1,six,0.21799439846071,1,0,0,three,three,0.23671062806263,three,two,0.189872653863647,three,0.425557935361406,1,0.804641296894894,two,six,0.973062391726771,one,0,1,0,1,0.099605370275739,1,1,0.200521143160789,0.596585905043138,four,0.0480639846190658,0.790423857187123,three,0.808243195675275,1,0.103623509740499,0.295653448104725,1,1,0.607104282453418,0.540500140532552,four,0.795802109670639,0.267339542647149,one,0.68985916155365,one,0.282011561095492,0.935865003546456,1,four,0.531163623045273,1,1,1,0.377374944912636,three,0.487393603613475,1,0,0.49282973219318,six,0,0.534027796304415,three,three,1,0,0,two,two,six,five,three,one,0.529292285643189,two,0.840891135755957,0,0.0801289310723395,0,0,0,0.610136230206265,one,0.0597321251057508,two,0.391113065398301,0,0.93910978295972,six,five,0.901799708757998,0,0.137751164891048,1,1,1,three,0.808651408002297,0.0403271793675319,0.26838760024057,0.660498343137518,two,1,four,eight,0.367680264268411,1,0.00782500044114909,nine,0,0.480548513935402,three,1,five,0,0.069282632654551,1,0.621654530252226,0.603754296129003,1,three,0.613923333912704,0.580927978873407,0.961705431912339,0.91655840774092,0.785229269923263,1,0.768662662024923,0,0.816969960254363,0.754236083773886,0,three,one,1,two,0,nine,0,1,0,0,0.444009443307359,0,two,1,0,0,0.994519312318582,four,0,0.294396818918439,0,0.581025289472564,1,three,two,five,0.410624058236803,1,0.34314501521791,0.677126456257038
one,0.454469471501864,seven,1,three,six,0.160780660564112,one,1,five,one,0.624785906205992,0.152010256240942,0,0.467220247806721,0.319098902183424,0.0993629867021547,0,one,four,1,0.857091414906794,five,six,six,six,1,two,four,one,0,three,0,1,1,three,three,three,three,three,0,0,1,1,1,1,three,1,three,0,three,three,three,1,three,1,three,1,three,three,one,0.868204470639039,two,one,one,0,1,0.989945257137922,one,1,1,0,0.31380303146318,three,0.326275923308394,0.777795636519942,0,0.876639114973227,0.335379378187749,0,0.221175864725461,1,six,six,five,0.40799486939074,1,four,0.795071108393193,four,0,four,three,1,one,0.167606914219736,1,0.62295789547929,0.758700052360691,0,0.247344411596795,0,0.947641894299424,0.211437740768228,0.0754693361496604,0,1,1,five,0.996082594002591,1,0,three,five,one,0.837723045594712,0,0,1,three,0.589634837391108,1,0.868316589009831,1,0.578486868914942,0.403692011467051,five,0,two,0,0.637369333508697,0.878335592566381,0.813163539935038,0.131084995828513,four,0,0,two,0.858868083592137,1,0,0,two,three,0.373917775420702,three,four,0.0508899983747598,three,0.380376748859954,1,0.0576404600051412,three,seven,0.873223344776883,five,1,0,0,0,0.899532867704017,0,1,0.143523468795605,0.157923441212191,two,0.661279932077592,0.389649444684979,one,0.933792353466014,1,0.290863247327875,0.818497974386298,0,1,0.0436134188110061,0.689520935235367,one,0.744370128572076,0.712419150722796,eight,0.226288478277486,four,0.51305647303686,0.200261469104506,0,three,0.61094889279657,0,1,0,0.449639124711278,one,0.188345833058435,1,1,0.461469478502548,nine,0,0.574656843615886,one,one,1,1,0,three,two,five,five,four,seven,0.0487270931122789,three,0.324378214928479,1,0.603859134062234,1,1,1,0.152743732727963,one,0.474580004830407,one,0.836703105682722,0,0.782077892483687,eight,two,0.614970712358816,0,0.041892516983937,0,1,1,four,0.824294742031113,0.425217807582512,0.0909591740496071,0.503938344173518,one,0,two,eight,0.806936209446639,0,0.140439255697626,two,1,0.728895654674276,four,1,one,0,0.9344551478558,1,0.478060129379014,0.845257506458328,1,eight,0.251920694595906,0.248891638733654,0.9265317545965,0.482135379459919,0.16801292574256,1,0.645872438754841,1,0.362533078164493,0.43968304890684,0,one,four,0,six,1,six,1,0,0,0,0.532834990680625,0,seven,1,0,1,0.292014537897317,four,1,0.914397114456541,0,0.927925949653778,0,seven,nine,one,0.637601642627956,1,0.472647508610803,0.698996536588418
