bdata76,bdata62,cdata70,bdata94,cdata25,bdata6,cdata81,cdata53,ndata52,ndata89,ndata73,cdata52,bdata72,cdata1,bdata81,bdata3,bdata14,cdata67,cdata88,ndata99,cdata48,bdata12,bdata11,cdata29,bdata4,bdata45,ndata51,bdata83,ndata60,bdata10,cdata90,bdata30,bdata87,cdata12,cdata100,ndata46,bdata2,ndata69,ndata39,bdata75,bdata84,ndata15,ndata84,cdata95,ndata34,cdata10,ndata93,bdata82,bdata25,bdata26,ndata81,ndata85,bdata92,bdata44,bdata18,ndata42,ndata75,ndata65,cdata28,cdata11,bdata80,ndata96,ndata45,ndata23,bdata39,cdata37,bdata59,ndata22,ndata77,cdata15,cdata93,cdata75,bdata37,cdata9,bdata69,ndata26,ndata97,cdata49,ndata86,cdata8,bdata57,bdata27,cdata43,cdata62,ndata25,ndata24,bdata91,bdata23,bdata22,cdata34,cdata84,cdata20,cdata97,cdata14,bdata28,ndata31,ndata79,cdata55,cdata64,ndata37,ndata5,bdata77,ndata68,ndata94,bdata90,cdata30,cdata61,bdata17,ndata40,bdata100,cdata71,bdata71,cdata38,bdata78,bdata98,bdata61,bdata68,ndata4,ndata1,cdata80,ndata67,ndata100,ndata49,cdata17,bdata16,bdata47,bdata7,bdata93,cdata69,bdata21,ndata78,cdata79,cdata78,cdata85,ndata88,cdata82,cdata63,ndata16,ndata87,cdata73,cdata13,bdata36,ndata59,ndata33,bdata63,cdata35,cdata45,cdata2,ndata80,ndata18,ndata9,bdata43,cdata47,ndata28,cdata76,bdata89,bdata79,bdata56,ndata55,ndata83,cdata3,ndata66,cdata96,ndata70,ndata61,cdata56,ndata6,ndata53,cdata99,ndata8,ndata47,bdata41,ndata71,bdata48,cdata36,cdata83,cdata5,cdata33,bdata73,cdata16,ndata14,bdata46,ndata57,ndata98,cdata26,ndata38,cdata86,ndata63,ndata19,bdata66,cdata50,ndata90,bdata97,cdata23,ndata21,ndata20,cdata98,cdata91,bdata52,bdata58,bdata9,bdata15,bdata29,bdata74,cdata24,ndata74,bdata88,ndata92,ndata41,ndata91,bdata86,bdata19,cdata41,cdata39,bdata49,cdata22,bdata70,ndata56,bdata51,ndata64,ndata58,bdata38,cdata6,ndata35,bdata65,ndata29,bdata60,bdata64,bdata5,ndata3,bdata54,ndata76,cdata18,ndata32,cdata21,bdata53,cdata44,bdata1,ndata95,bdata95,cdata77,cdata68,ndata44,bdata42,cdata7,bdata8,ndata48,bdata13,ndata36,cdata72,cdata92,cdata58,cdata60,bdata67,bdata20,cdata27,cdata4,bdata40,cdata89,cdata54,bdata96,cdata51,ndata72,bdata33,ndata10,bdata31,bdata35,bdata24,bdata55,ndata27,cdata42,ndata54,bdata99,ndata50,bdata34,cdata94,cdata40,cdata87,ndata62,ndata7,ndata2,cdata74,cdata31,ndata43,cdata57,bdata32,ndata82,cdata65,ndata11,ndata30,bdata85,cdata59,cdata19,ndata17,cdata66,cdata32,cdata46,ndata13,ndata12,bdata50
0,0,two,0,six,0,two,one,0.509403102316644,0.658914347630436,0.0272142745169722,three,1,two,0,0,0,one,four,0.951167878438222,one,1,1,one,0,1,0.552896167187923,0,0.424280795897008,0,three,1,1,three,three,0,1,0,0,1,1,0,0,three,0,three,0,1,1,1,0,0,1,1,1,0,0,0,three,three,0,0.997496945148455,0.960155416456331,0.514462476341147,0,three,0,0.111839190283266,0.210580046346099,three,two,one,0,eight,1,0.284484346590149,0.0129586004389182,seven,0.77797028401936,one,0,0,three,two,0.278680550034817,0.573954715164088,1,0,1,four,three,three,four,one,1,0.389528476160401,0.7929426861736,three,one,0.83053473790881,0.425650043787653,0,0.938988056453659,0.640592930426348,0,three,three,1,0.637963946129237,1,two,1,three,1,1,0,0,0.89278546346467,0.769511197626663,two,0.00463673401856335,0.781715600185998,0.122599705212519,five,1,0,1,0,eight,0,0.298795271649465,two,nine,two,0.32292009202191,seven,six,0.899517989520832,0.95984913483475,two,one,1,0.268550768899217,0.350455205146172,1,four,five,three,0.463560063520685,0.148856859975043,0.349106592564895,1,seven,0.0051568937233506,four,0,1,1,0.618461038921335,0.326167202753752,five,0.953355595698488,nine,0.041438473674795,0.913670559730822,three,0.784268692520018,0.124404189194428,eight,0.0870718391358062,0.0829802312311578,0,0.0709119542838091,1,four,four,six,six,1,three,0.949742957013269,0,0.0611238836770849,0.87479729773615,two,0.764767527381361,one,0.20405797129991,0.531337132932624,0,five,0.424652524435145,0,five,0.170673036054345,0.350514599711208,five,one,1,1,0,0,0,0,six,0.904972384414829,1,0.852898457611538,0.152303587041912,0.266745617187622,0,0,three,one,1,one,0,0.971857112417395,0,0.930691320210078,0.960763677278331,0,five,0.841654539624435,1,0.211563823880622,1,0,0,0.636116580625187,0,0.848034635115335,three,0.82619970660981,three,1,six,1,0.767042914292378,1,three,eight,0.0404858977097388,0,four,0,0.10836309690928,1,0.475068756234039,one,four,two,four,1,0,one,seven,0,six,four,0,one,0.531737875427693,0,0.649580419886976,1,0,1,1,0.899909485841731,four,0.431159352654802,0,0.224507204536634,1,four,eight,one,0.904779220662653,0.872510724045649,0.205903163442128,two,eight,0.422964674755724,eight,1,0.046915363763656,two,0.925815991775294,0.604667773421306,1,six,three,0.117332450260287,five,one,one,0.580896854918784,0.809827557762916,0
1,1,five,1,four,1,two,three,0.513823512942383,0.672462162896955,0.56121839360805,one,0,two,0,0,1,three,one,0.46014421780188,five,0,0,two,0,0,0.201217143937218,0,0.521079152813403,0,three,1,1,three,three,0,1,0,0,1,1,0,0,three,0,three,0,1,1,1,0,0,1,1,1,0,0,0,three,three,0,0.909236281342223,0.042407035842258,0.589750815523555,0,two,0,0.138392818996735,0.104234566460264,two,four,one,1,four,0,0.81066149250164,0.142875808512073,five,0.916339432050901,three,0,0,two,two,0.708336476112828,0.171075436258812,1,1,1,four,four,three,three,two,0,0.580775195904232,0.497651232908823,eight,one,0.384047219875403,0.365330166400081,0,0.752463000503617,0.898407666345146,1,two,nine,0,0.906781090842556,1,five,0,two,1,0,0,0,0.420803624980975,0.46628453887571,five,0.922598077752656,0.150234980630245,0.22404689069353,three,1,1,1,0,nine,0,0.518273669556751,one,nine,four,0.880707847244776,five,five,0.435682738356509,0.902781732169292,five,six,1,0.688441650871537,0.0330405526197923,1,six,six,three,0.6702813144373,0.956397847441063,0.632353260552622,0,five,0.408476906685046,seven,1,1,1,0.288292892595168,0.0879729597280732,two,0.159398069702328,three,0.426854280280414,0.761853038208448,one,0.457175103128977,0.541775627950447,four,0.761094742940078,0.419789498701774,1,0.149095500389812,1,four,four,four,two,0,six,0.999714882314903,1,0.246456346167671,0.959849293638722,four,0.109412263970621,one,0.469135098038007,0.252299230712386,1,four,0.350111907820224,1,one,0.736383267353894,0.0617776838653227,two,one,1,0,0,0,1,0,eight,0.341682429278792,1,0.129181588520355,0.0788867648480962,0.917047254365547,1,0,two,six,1,three,0,0.16752898278951,1,0.324460267254064,0.00748055421296967,0,four,0.225322322388044,0,0.368719698856811,0,1,1,0.999680678440352,1,0.613346419522163,five,0.267115301305744,two,0,four,1,0.951186979803112,1,two,eight,0.254337871957101,0,three,1,0.35149880521997,1,0.290067551513446,four,five,three,five,1,0,two,four,0,four,eight,1,six,0.634251853296304,0,0.3451368209303,0,0,1,0,0.408731130741736,four,0.767767161465923,1,0.906384638395233,0,five,nine,one,0.230897198239493,0.25386584690029,0.974142010669135,eight,five,0.576130445913863,one,0,0.113730031838122,three,0.608059549634796,0.307905614161647,1,eight,five,0.607265123506746,five,one,three,0.654876869946502,0.576385613375762,0
0,0,one,0,three,0,seven,three,0.266541240929363,0.149563643226019,0.696151865427107,two,1,one,1,1,0,one,five,0.180444427398565,five,0,1,five,0,0,0.655674568581159,0,0.864923156844357,0,three,1,1,three,three,0,1,0,0,1,1,0,0,three,0,three,0,1,1,1,0,0,1,1,1,0,0,0,three,three,1,0.558737682511561,0.720052700455053,0.945054249286663,1,two,1,0.264786906754156,0.106897826936299,three,three,three,0,three,0,0.0626241488100827,0.26282645210129,six,0.464659789631601,two,0,0,three,three,0.603475075487524,0.602192759595519,1,0,1,seven,two,one,one,two,0,0.941861062313015,0.972578224066639,four,two,0.956893241881881,0.54323554744824,1,0.0816212513311932,0.457458294380322,0,two,nine,0,0.161162745773908,1,three,1,four,1,1,1,1,0.861325194242184,0.209949271256816,eight,0.19794185275643,0.468663003740419,0.16884238631529,three,1,0,1,1,nine,0,0.40819331319122,two,eight,two,0.856106132335566,seven,two,0.274605666186284,0.775506215457386,three,five,0,0.209345277441269,0.634704430740765,1,one,one,two,0.148144567106613,0.0209300816196022,0.25770648199026,0,eight,0.956695171135504,five,0,0,1,0.82336352760876,0.619350477614836,three,0.846788377935514,seven,0.718230818387029,0.549515498512836,two,0.684820887183597,0.948548788787751,two,0.514854138002974,0.113806318816763,1,0.706820477323524,0,one,five,four,three,1,five,0.859272535346412,1,0.981743439847921,0.48922681115313,two,0.558324083321427,one,0.304946621871229,0.97735227371655,0,six,0.0623542598193644,0,three,0.212283846048898,0.0312866563570647,six,four,0,0,0,0,0,0,three,0.600469834050947,0,0.489111843900582,0.786913026021968,0.933221901806639,0,0,two,seven,0,two,1,0.979273730946369,1,0.39415171162185,0.884274134490067,1,one,0.143833522944248,0,0.0601556295176819,1,0,0,0.308885450207559,0,0.629889823550435,one,0.291700867962566,one,0,three,1,0.984372140929537,0,five,four,0.198913984737186,0,nine,0,0.863839855576314,0,0.216879007277467,one,two,three,one,0,0,three,five,1,three,three,0,one,0.11599109880767,1,0.103679292799296,1,1,1,0,0.0851700767281469,one,0.00240321488150264,1,0.793728650515921,0,one,six,one,0.0538030293968036,0.909588757470435,0.323815239492045,seven,three,0.0854367170300002,six,0,0.93285811501767,one,0.840687557834969,0.977050642314763,0,two,one,0.389781236196136,two,three,four,0.886276067376834,0.107752845696036,0
0,1,three,0,one,1,one,four,0.530751689358725,0.903522404514985,0.271530523777358,four,0,two,0,0,0,three,four,0.499507685924247,one,1,1,two,0,0,0.350066983201393,1,0.361823616439279,0,four,1,1,one,four,0.681800568081717,0,0.0558201232610092,0.361357810048884,1,1,0.231646303056742,0.259894481935454,two,0.137395968480681,one,0.611039759663233,1,1,1,0.0970846705907711,0.00654105794885229,1,0,0,0.785928484518111,0.618278029390788,0.126916135156781,two,five,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,three,one,three,one,1,0.181020647879086,0.311569370021558,one,two,0.914546020967607,0.627425611299914,0,0.494018571779917,0.300452987194009,0,three,two,0,0.00392006941278567,1,three,0,six,1,0,1,0,0.661220776498387,0.0783987631937456,two,0.9543948514301,0.105716303451772,0.282152381464835,five,1,0,0,0,five,0,0.133388625748647,one,three,four,0.559500692340791,six,five,0.463546939887903,0.194854415673502,four,two,0,0.201343822045929,0.289195639971555,1,one,six,three,0.903718818071803,0.240406405260142,0.270922838390374,0,eight,0.432888244202535,seven,0,0,1,0.0447477085864489,0.649533609600778,four,0.113775516792604,five,0.852582115681592,0.47080183706606,two,0.374172636887664,0.342682310302729,five,0.170552943062356,0.288189645630696,0,0.804475228328273,1,four,three,four,three,1,two,0.66858234007015,0,0.122299695807483,0.904318681919529,two,0.303608059798695,two,0.667346074887885,0.517817841892819,1,six,0.501616878343237,0,two,0.55007242975315,0.605577279239662,four,one,1,0,0,1,1,1,seven,0.292974810421189,0,0.807142348252341,0.781242242170711,0.465180358729339,0,1,one,two,1,two,0,0.474817992959021,1,0.256684111200349,0.109062161234768,1,one,0.746388917947335,0,0.624065407650813,1,0,1,0.507554265516808,1,0.804852796187112,six,0.771354633666037,one,1,four,0,0.451617514992737,0,five,six,0.0578222266916777,0,four,1,0.184080621383484,0,0.331495591280917,three,three,one,two,0,1,two,seven,1,four,three,0,two,0.574110009419313,1,0.296516823761464,0,0,0,1,0.235705769599009,five,0.613094985058114,1,0.864455782803446,1,two,five,two,0.0806976326421182,0.676587677777915,0.0268727231030998,one,seven,0.0706497146483855,one,0,0.0697645621960141,two,0.182090132645774,0.34816987110089,0,five,two,0.134291519784186,five,one,one,0.609339408121602,0.670864517091551,1
1,1,three,1,one,1,two,one,0.51281622701217,0.128857626692107,0.0692460272400172,five,0,two,1,0,0,one,three,0.969308314725996,one,0,0,seven,0,0,0.459137934454782,1,0.365046807443947,0,one,0,0,six,three,0.118127907356248,1,0.269386749682331,0.282267300371323,0,1,0.615468804932978,0.0310177664527372,three,0.330773057294951,three,0.409292035486118,1,1,0,0.521944299022687,0.119802385465307,0,0,1,0.512413606872236,0.781480215663564,0.538612102383613,two,six,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,five,two,two,one,0,0.301756362876202,0.0432736665861317,six,two,0.260076051587493,0.723447923155534,0,0.049505564314713,0.931116029889496,0,three,one,0,0.160992539467111,1,four,1,one,0,1,1,1,0.870401296849789,0.137154344121762,six,0.490144600081863,0.633100880408499,0.665808835829463,three,1,0,0,0,two,1,0.615119832339754,three,nine,one,0.0908898478328199,one,one,0.0401016587945148,0.889912209348034,three,two,0,0.885816207072756,0.665176341627258,1,four,six,three,0.338298937642276,0.575949952710534,0.26937083801715,1,two,0.165426758482182,seven,0,0,1,0.0998862372987568,0.842497150004603,five,0.397792962814929,four,0.900308632111434,0.185508115394872,one,0.212032126326108,0.317392124717067,four,0.63421990663132,0.150418744197718,0,0.584154677398851,0,six,one,four,two,1,one,0.206411828536459,1,0.961403493638235,0.885591625318429,one,0.480188375777983,two,0.260709955367885,0.360068642650642,0,six,0.26950064887294,0,one,0.21551815387664,0.821565833867452,one,three,1,1,1,1,1,0,two,0.57564468554161,1,0.00625781701019945,0.978687987075969,0.376268199997357,1,0,two,seven,1,two,0,0.856210057349723,1,0.768237122841003,0.901357373531397,0,four,0.100146078473848,0,0.560483665313909,0,0,0,0.714992105910744,0,0.685851398488351,six,0.919923693742083,three,0,three,0,0.709159435931664,1,five,five,0.186367862495004,1,eight,1,0.574228156217647,0,0.467284744903675,one,five,three,four,1,0,two,two,0,four,three,1,three,0.970868371212806,1,0.572847551761238,0,0,0,0,0.0182186958220812,two,0.939877267773059,0,0.358621368312683,1,two,four,two,0.349553230837811,0.947548685820326,0.326463504353044,three,six,0.698661594434644,six,0,0.754975183622727,two,0.622428781929566,0.146064784440323,0,two,two,0.376305438556232,four,four,six,0.347177185179282,0.395069808461162,1
1,1,five,1,four,1,six,two,0.819486223435815,0.455520931156355,0.740094655598073,two,0,one,1,0,0,one,five,0.919867115899821,four,1,0,five,0,1,0.821719893197406,1,0.901908624227108,1,four,1,0,one,one,0.400275536851598,1,0.0551067487272912,0.771001431814824,0,0,0.176804262947409,0.205848631535287,three,0.912353959016493,four,0.881228237636921,1,1,0,0.81294367299228,0.967531132012011,1,0,0,0.733764673692359,0.391201766448139,0.831252171528047,five,three,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,one,one,six,one,0,0.251199160140539,0.108641430313522,six,two,0.0225825244398732,0.653966514187018,1,0.978489822708476,0.817175967486807,1,one,three,0,0.931114495048623,1,one,1,three,0,0,0,0,0.465930163644588,0.466716976887314,seven,0.056491701705457,0.292923216524296,0.923950125757965,seven,1,1,1,1,one,0,0.0557902196728471,three,two,three,0.0779879108211395,five,three,0.0741385715795937,0.338712133144838,two,six,0,0.522310659829904,0.522386413333251,1,five,two,two,0.700377325565678,0.527720717278273,0.213633920030919,0,two,0.314430716209323,five,0,1,0,0.653594358987291,0.178060559821792,five,0.620345068658083,eight,0.981820537056112,0.0738092944578566,two,0.794823308818186,0.601174160284617,six,0.429124519747594,0.146081979899331,0,0.881793176521613,1,four,six,seven,one,1,one,0.74950792939761,1,0.548461191721418,0.320196462699893,three,0.308547891782425,three,0.512026365037359,0.277759939802145,1,five,0.838412864748903,1,five,0.996550686718567,0.626345905010778,six,three,0,1,1,0,0,0,four,0.964444449439734,1,0.0770053123005603,0.636523925570102,0.981809324954052,0,0,two,four,0,one,0,0.516679139511333,0,0.246568971989144,0.335499560286642,0,three,0.186410701582646,0,0.0275156470185968,1,1,1,0.862505477755097,1,0.838395179273461,six,0.0198275833489735,two,1,two,1,0.581422644493267,0,five,seven,0.869597158012455,0,five,0,0.0884089037944006,0,0.489267826182839,five,three,four,three,0,1,two,five,1,six,seven,1,four,0.12697747527054,0,0.477039056742219,1,0,1,0,0.975269985287604,four,0.750897618255766,0,0.877804493262197,1,four,five,five,0.0839300635838083,0.415611557417358,0.926625854631616,seven,nine,0.934597664341909,eight,0,0.63445081060563,two,0.437723525203679,0.517295224275724,1,four,five,0.883612459653881,four,five,eight,0.805459197914028,0.164381086221078,0
0,0,three,0,two,1,one,three,0.322763986755949,0.905552981971296,0.00615927942226813,four,1,one,1,1,0,three,four,0.713900686246395,four,0,0,four,0,1,0.3146535928093,0,0.637327259040071,0,three,0,1,three,two,0.343831248155544,1,0.766787826450527,0.408454240339971,1,1,0.867942772028737,0.120663995678393,three,0.226913213724068,one,0.342830008280304,0,0,0,0.638874822425299,0.822512992264534,1,0,1,0.226145886756251,0.118929584384044,0.693670292807534,three,four,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,four,two,five,two,1,0.156608194421087,0.84656733289341,one,one,0.188155376936716,0.664634090350807,0,0.821669238766248,0.698765676565619,1,three,eight,0,0.916291350394434,1,four,1,one,0,0,1,0,0.042002586500378,0.272373326690076,eight,0.652285068396112,0.633236783151295,0.0919335205658532,five,1,1,1,1,four,0,0.477837352970901,two,four,one,0.523864906586844,five,one,0.837153087313172,0.875450858252861,one,six,1,0.458843485262768,0.658332003886662,0,five,five,one,0.310465841996855,0.335675839975594,0.74245294904543,0,eight,0.160781086015289,three,0,0,0,0.802640940252036,0.466956372407286,six,0.802405995675355,seven,0.986726029633735,0.90576216945407,two,0.19199885534909,0.365621691316919,one,0.941308373604411,0.509951022264629,0,0.578987077863016,0,five,one,two,six,1,one,0.280579465840786,1,0.749935452445673,0.521446194457064,three,0.34230055218312,three,0.375972997869608,0.202786891250253,0,one,0.932335529890761,1,three,0.415476306529033,0.43914976815263,four,four,0,0,0,0,0,1,two,0.247830529821765,0,0.98704069183554,0.722567982061801,0.649979134127621,1,0,one,six,0,one,0,0.548112008660528,0,0.054814310136826,0.100722769887601,0,three,0.337804615350229,1,0.202593716813392,0,1,0,0.157558002630481,1,0.45600243944233,five,0.352380679287634,two,1,one,1,0.781747003388092,0,four,eight,0.320150394184859,0,four,1,0.121445394868231,0,0.342501077014961,three,two,two,six,0,1,three,one,1,two,seven,1,two,0.221622301470168,0,0.391497591418282,0,0,1,1,0.141135701361044,five,0.593927900724702,1,0.987822394035603,1,two,eight,one,0.963724241819286,0.511263107706817,0.704028989682278,six,nine,0.900169463263494,two,0,0.11012417621455,one,0.10234539146022,0.952360608196711,1,seven,three,0.901408349719841,two,one,three,0.700272896819193,0.367010806186761,0
0,0,eight,0,four,0,four,four,0.696956761054968,0.676774163796434,0.429492950414136,one,1,one,1,1,1,four,two,0.280844201892565,three,1,1,eight,1,0,0.558025678153952,1,0.361700258975433,0,one,0,0,four,three,0.242272160217743,0,0.594394989093807,0.843528833687557,1,0,0.0416219057043791,0.255338843836027,three,0.654078999168184,five,0.677278007807714,0,1,0,0.26008685507383,0.634152348286289,0,0,1,0.343815179694006,0.819416783545854,0.284816184537444,five,six,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,four,one,one,two,0,0.218855405646463,0.352839482739032,three,two,0.0768834141556703,0.684228557714463,1,0.690204596709884,0.303299031728076,1,two,two,1,0.85459072375996,1,two,0,six,0,1,0,0,0.77957856319531,0.511831269916891,eight,0.85786526258856,0.467586028167885,0.315877074356342,three,0,0,1,0,seven,1,0.832755334766323,two,four,one,0.276736549063395,five,one,0.62155090488662,0.156816097858112,four,three,1,0.127221875538796,0.188077420976202,1,six,two,two,0.661542304102719,0.602417004467522,0.56351145476515,0,six,0.629493491624484,two,0,0,1,0.361561871348731,0.665737103515507,five,0.0468828140717151,three,0.695907470548026,0.645651141085671,three,0.596684814556389,0.126946949587402,eight,0.309273591605324,0.990030659412873,1,0.512065861879781,1,one,three,four,six,0,four,0.576686028292817,1,0.97334947401842,0.731596838467282,five,0.271298530306957,two,0.569380882572782,0.786615949705492,0,three,0.245000669267063,1,one,0.564443014743057,0.208919679454169,three,one,0,0,0,0,1,1,three,0.926126853161184,0,0.0570839705380756,0.49295617250889,0.541428152901998,0,1,two,three,1,one,1,0.547592151111972,0,0.135498303937291,0.402837833671435,0,five,0.146576363933839,1,0.523615317680165,0,0,0,0.778706602950243,0,0.5780849484648,six,0.150927168082536,three,0,six,0,0.0937101411462039,0,two,five,0.592999558414996,1,five,1,0.697518314771085,1,0.29116349959961,four,one,three,one,1,1,two,three,0,two,four,0,six,0.637408604838398,1,0.409387203370007,1,0,0,1,0.428988646232656,two,0.833140029578897,0,0.3280830355967,1,two,nine,one,0.901954060589978,0.760035267225019,0.575297616125679,six,four,0.914449428247242,six,0,0.576681454507505,two,0.550051973843108,0.444794967859252,0,seven,three,0.353323957349691,five,two,one,0.566017147884724,0.758635237557082,0
1,0,one,0,five,1,two,one,0.303801388721074,0.757768586039815,0.842716090957818,five,0,one,0,0,1,two,five,0.741719414242504,seven,1,0,four,0,0,0.485558412218253,1,0.542929874389871,0,four,0,1,three,two,0.356226394713836,0,0.663626386172082,0.0756765553569364,1,0,0.819388031775473,0.384330225166806,three,0.410803799836045,one,0.0900638793012183,1,0,0,0.235383097127766,0.774879639973752,0,0,0,0.541897071733998,0.689583478696392,0.677551574205682,three,one,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,three,three,four,three,1,0.282578092171229,0.104827898222263,seven,one,0.744640126000094,0.649222456133868,0,0.352929954238235,0.106500457528836,1,three,three,1,0.369289786773602,1,three,1,six,1,0,1,0,0.174466222925961,0.365907507188285,four,0.0874669384905227,0.510716997168821,0.611532162680537,one,0,1,0,1,four,1,0.296221442395884,three,seven,one,0.345269033123618,three,four,0.392257188544525,0.233819295604707,two,four,1,0.126643880906407,0.429086392445128,0,one,six,two,0.774446378264773,0.100637693549224,0.274167982467518,0,one,0.399021280231208,two,0,1,0,0.619653195850707,0.0111597771404328,five,0.830953547418782,six,0.188718771190411,0.921628210544632,one,0.48022512892111,0.796598476173187,four,0.505574522355806,0.261447633293866,0,0.514766140035796,1,one,four,six,five,1,six,0.372327669975566,1,0.975721556959886,0.695849457027122,one,0.729917089836073,three,0.582432872742175,0.510657997697121,1,three,0.922461254549904,1,four,0.278022256171302,0.840460258538798,four,four,1,1,1,0,0,0,eight,0.309027761351122,1,0.3816846030033,0.506858172257102,0.521096313832432,0,1,three,four,1,two,1,0.200588758324118,0,0.921896079967143,0.916742375226817,0,three,0.320679750355025,1,0.724266918941091,1,1,0,0.316669140890053,0,0.942620734118809,three,0.0879604292253765,one,1,two,1,0.191029445226655,1,one,two,0.336502849637278,1,nine,1,0.263003018080574,1,0.0797578804364378,two,two,three,four,0,0,two,one,0,three,eight,0,one,0.372084454337693,0,0.384776512050688,1,1,0,0,0.91355983556551,three,0.213404848612888,0,0.364291178200713,1,one,nine,four,0.854900785318684,0.389777803706972,0.7024625198356,eight,one,0.000452377476299448,nine,0,0.308917411372025,three,0.85901214709531,0.785199850065911,0,four,two,0.259695972721117,five,two,three,0.118734489947479,0.78804800801917,1
1,1,three,0,four,0,two,two,0.289493105978563,0.322315371366078,0.328810235157588,five,1,one,1,1,0,three,four,0.995586940328971,five,1,1,seven,1,0,0.981070822920824,1,0.787127800392137,0,three,0,0,three,two,0.138318695003338,1,0.491507330727781,0.479603052556713,1,0,0.636835249567479,0.0467628381100721,two,0.885229018069644,two,0.821047707544917,0,1,0,0.747528796777167,0.231621717806006,1,0,1,0.383751974818716,0.502403507570191,0.263525409030921,one,five,1,0,0,0,1,three,1,0,0,three,three,three,1,three,1,0,0,three,0,three,1,1,three,three,0,0,1,1,1,three,six,three,two,one,1,0.562238891116393,0.512452265261322,eight,three,0.533987167331459,0.537055990604879,0,0.0228667065836418,0.38167905488626,1,two,seven,1,0.92358788277454,1,five,1,one,0,1,0,0,0.643710668221589,0.611255115144822,three,0.399429084601008,0.921557296717965,0.165234705237182,six,0,1,1,0,four,1,0.983003047099516,three,six,one,0.823948171502433,eight,five,0.675323213045908,0.277308154957475,one,three,1,0.727234100555745,0.339617046263977,0,six,one,one,0.850487447829764,0.144932594077217,0.977553514537594,0,seven,0.627727355803409,two,1,1,0,0.0323443764004701,0.385744379743533,seven,0.562047992083235,six,0.733346882351088,0.0370592423544549,three,0.319000691155186,0.152317568903767,six,0.762898964631743,0.873888312507158,0,0.705502427452844,0,one,one,six,three,0,six,0.0994937975485104,1,0.624130887436849,0.587310940917345,four,0.246983948542682,two,0.273883364057551,0.872175598762123,1,five,0.0770883693379448,1,two,0.264376538113572,0.120931593545157,six,three,1,1,0,0,0,1,two,0.660798748505362,0,0.934352407840363,0.505575670047588,0.513562277728444,0,1,one,six,1,one,0,0.936618280816539,1,0.6801635344146,0.810696410398157,0,three,0.062276700449758,0,0.954021073408745,0,0,1,0.918261435771989,1,0.989053687156524,three,0.0680779973254805,three,1,four,0,0.941830002698385,0,three,five,0.500256334247041,0,four,1,0.0137525811182675,1,0.827882753042105,five,five,two,seven,0,0,three,five,1,four,six,0,one,0.310152685856752,1,0.693733257551503,0,0,0,1,0.363718648545855,four,0.137950887990648,1,0.392080156847891,0,two,three,two,0.806501969068149,0.82048385652936,0.375911548313858,nine,eight,0.86732787694596,four,1,0.82577000039527,one,0.415628821602884,0.700662787173563,1,six,three,0.204882010685391,four,four,one,0.119943927352849,0.334869761711892,1
