cdata63,bdata62,ndata17,bdata61,ndata3,bdata84,bdata14,cdata88,ndata27,bdata81,ndata6,ndata13,ndata28,ndata76,ndata70,cdata89,cdata45,cdata99,ndata18,bdata72,bdata77,bdata32,cdata55,ndata44,ndata15,bdata85,bdata3,bdata86,cdata1,ndata9,ndata40,ndata90,bdata67,bdata2,ndata89,cdata71,cdata59,cdata42,bdata29,bdata71,cdata13,cdata72,cdata2,bdata90,bdata94,cdata18,ndata30,bdata68,cdata20,cdata100,bdata57,cdata54,ndata60,cdata39,ndata79,bdata47,ndata35,cdata68,ndata66,ndata100,ndata11,cdata80,cdata10,ndata16,ndata64,ndata56,cdata53,bdata49,bdata55,ndata82,ndata39,ndata25,cdata76,bdata4,cdata44,cdata62,bdata58,ndata49,cdata24,cdata97,cdata46,cdata31,bdata5,bdata75,bdata43,cdata23,cdata33,cdata81,ndata52,cdata40,bdata54,bdata93,bdata12,bdata66,bdata65,ndata4,cdata78,bdata21,bdata88,cdata15,ndata58,ndata62,ndata84,cdata57,bdata56,ndata92,cdata19,ndata43,cdata51,cdata50,cdata93,bdata44,cdata87,bdata20,bdata33,ndata80,bdata19,ndata50,ndata12,bdata91,bdata78,ndata97,ndata95,cdata37,cdata26,cdata3,bdata9,bdata17,ndata98,cdata14,cdata49,cdata16,bdata69,cdata35,ndata57,ndata7,ndata1,ndata5,cdata25,cdata4,bdata82,ndata41,bdata22,cdata29,bdata28,cdata90,bdata74,ndata96,bdata30,bdata63,ndata65,ndata78,cdata82,cdata5,cdata64,cdata36,bdata50,cdata9,ndata51,cdata56,cdata85,bdata10,ndata77,cdata22,cdata12,cdata94,cdata69,bdata87,cdata83,cdata86,ndata23,ndata29,cdata91,bdata25,cdata48,ndata69,ndata46,ndata48,cdata47,bdata92,bdata59,ndata19,bdata42,cdata73,bdata13,cdata8,cdata75,ndata87,bdata79,cdata84,bdata36,cdata65,cdata38,cdata74,ndata36,ndata37,bdata89,cdata95,ndata34,bdata39,cdata98,cdata77,bdata100,ndata61,ndata81,bdata1,ndata94,bdata98,ndata68,ndata38,bdata34,ndata10,ndata85,bdata99,bdata7,cdata43,bdata31,bdata24,cdata52,cdata28,ndata31,bdata18,ndata2,cdata92,bdata95,bdata97,ndata33,ndata75,bdata73,bdata41,ndata42,cdata11,ndata72,ndata53,bdata6,ndata24,ndata74,ndata54,bdata37,bdata26,ndata55,ndata8,cdata7,cdata96,bdata48,cdata17,cdata21,cdata61,ndata14,bdata27,ndata86,bdata16,bdata8,ndata20,cdata41,ndata26,cdata70,cdata6,cdata30,bdata70,bdata76,ndata71,bdata15,bdata53,bdata60,ndata99,ndata45,ndata32,ndata88,ndata93,bdata40,bdata46,bdata83,cdata67,bdata11,ndata22,ndata73,bdata35,bdata80,ndata83,ndata47,cdata79,bdata52,cdata34,cdata32,cdata58,ndata21,bdata38,cdata66,bdata23,cdata60,ndata63,bdata96,ndata59,bdata45,ndata67,cdata27,bdata51,ndata91,bdata64
one,0,0.00618313993054187,1,0.802416277579503,1,1,five,0.544949468977657,0,0.0165019750734987,0.503886333825372,0.0423009634660587,0.317010014085554,0.400068352838838,two,three,two,0.946303912324687,0,1,1,three,0.911237235100991,0.297134047808603,1,1,1,three,0.879707045203484,0.7918606690403,0.185613996521637,0,0,0.517951678813957,four,nine,eight,0,0,nine,four,seven,0,0,two,0.0754450744718025,0,eight,six,0,one,0.205465024953398,one,0.0397034045058552,1,0.99671550654757,two,0.171824468612138,0.410708853453548,0.775403921740554,two,one,0.0624725248576552,0.233603182118753,0.599894961490077,six,1,0,0.86331416287915,0.861637211008722,0.0894988264660621,one,1,four,three,0,0.471535910131611,five,four,three,four,0,0,1,six,nine,two,0.735507312749258,two,0,1,0,0,0,0.127568045766441,three,0,1,six,0.372307645909273,0.834670762205059,0.344868446823202,one,1,0.898350638536705,three,0.821984943851823,six,nine,two,0,seven,0,1,0.0061073621848261,1,0.555622259240436,0.49498589855025,1,0,0.215351560222334,0.719837919860878,one,one,four,1,0,0.795649087155731,one,four,five,1,one,0.985241865405752,0.78472590790251,0.768614496392421,0.672566311647564,two,six,1,0.0067854178691461,1,four,0,one,0,0.197712575364765,1,0,0.615671714063406,0.657992247480487,three,two,three,one,0,three,0.0573408328482506,two,five,0,0.653545052522275,seven,three,six,one,0,four,two,0.479346367693477,0.567075024279609,two,0,two,0.935858338707262,0.517412467608593,0.642311528677114,three,1,1,0.432977038409771,1,seven,0,one,one,0.728066881616923,0,two,1,four,one,two,0.151449955041451,0.070465779886132,0,two,0.851888333733247,1,one,four,1,0.435707568575648,0.707345195084851,0,0.769614907611779,1,0.951147834635982,0.773030871600471,1,0.903502359783381,0.422841344936051,1,0,five,0,1,three,two,0.372922335773089,0,0.227804648601121,four,1,1,0.561666088683447,0.0674503762368115,1,1,0.718033545764592,three,0.763297404251608,0.168131119787326,1,0.838379083437369,0.746155421733172,0.652406448428867,1,1,0.689084807143806,0.366400753218282,four,one,0,one,five,five,0.104963618542712,0,0.0271180822724784,0,1,0.774039968283046,one,0.524344337016478,three,five,one,1,0,0.395125738551271,0,0,1,0.259629100288149,0.278436733832438,0.988034162444776,0.0828973704545629,0.209216104624991,1,1,1,three,0,0.455300678062329,0.150145922532761,0,1,0.215362243246393,0.792347813971174,eight,0,three,two,five,0.946494086883276,1,five,0,two,0.580702982610602,0,0.731232847244451,0,0.0127984006742967,four,0,0.580573432847662,0
one,0,0.381164596648518,0,0.849124926992398,1,1,five,0.998061874534525,1,0.583724683975173,0.252852436733231,0.186254176555573,0.318494414551708,0.544040541713663,one,three,one,0.8408970749709,1,0,1,three,0.378709219380336,0.679335606399688,1,0,1,four,0.0359006976740285,0.139812688212465,0.0109115516553723,1,0,0.121841352702859,one,eight,six,0,1,eight,four,nine,0,1,two,0.701600509165014,1,seven,eight,0,four,0.0119372251366003,two,0.35657266838231,0,0.917945672368329,seven,0.418909521549442,0.862274333759855,0.914052855428381,two,two,0.896289657194362,0.749343263311067,0.669623987972642,one,0,0,0.0188658282196148,0.334905297701508,0.224694292738716,four,1,three,one,0,0.150529496739757,one,five,one,seven,1,1,1,one,three,three,0.852150988701708,two,1,0,0,0,0,0.771839166673378,six,0,0,four,0.268209702804541,0.794771276688192,0.342701165397443,two,1,0.949886223562224,one,0.512322926667824,seven,seven,three,1,five,1,0,0.598303663414886,1,0.669001968165925,0.537728409510356,1,0,0.790499940003836,0.527132475901276,one,one,three,1,0,0.1730789260752,two,three,four,1,three,0.608501975636579,0.453435596123095,0.344185444621239,0.354606171012138,two,eight,1,0.185336203021543,0,four,0,three,0,0.114624321847279,1,1,0.924936751087134,0.109222787119453,two,two,five,four,1,four,0.423113503895353,four,three,0,0.253685527544377,one,two,two,four,1,one,five,0.67120244069685,0.584714992695734,two,1,three,0.0277456511515205,0.27673147752518,0.751211376501986,one,1,0,0.65375258476613,0,one,1,five,five,0.667508848888746,0,four,0,two,two,one,0.496599766716261,0.181363928034212,0,three,0.472071803313309,1,three,one,0,0.623170357889379,0.823027750983895,1,0.289450612895663,0,0.909983021614935,0.600688829088656,0,0.651386129758762,0.835951625239568,0,1,six,1,1,two,five,0.852645506843964,0,0.85843374654398,two,0,0,0.612990093921029,0.710495376361947,0,1,0.0810025049448905,one,0.724945641458574,0.480316635049398,1,0.986448138347756,0.793959772904696,0.274341739907807,0,1,0.0271522517448581,0.372968429474662,three,two,1,two,five,seven,0.423859097841846,0,0.934799878257205,1,0,0.90237701279258,four,0.0161212802359596,two,four,one,0,1,0.638717769223246,0,1,1,0.418328488568918,0.926972416337634,0.690395679252735,0.095220623076246,0.460491076478458,0,1,1,one,0,0.142308056117163,0.358756971848809,0,1,0.925715346469243,0.00198430995761689,nine,0,two,one,two,0.76177403855692,1,two,1,one,0.363713808641596,1,0.735958990455217,0,0.136874846838572,two,1,0.705821311621574,1
seven,0,0.704324726214526,1,0.635518243293622,0,1,five,0.617732777584181,0,0.842489552602635,0.197117014273468,0.0567434859925678,0.279410452320147,0.799315161642638,two,three,four,0.468310639829621,1,1,0,two,0.143264186564507,0.929317853693117,0,1,1,three,0.542573506041275,0.648143848641431,0.454447340698515,1,0,0.512071779213835,one,six,five,0,1,one,two,eight,0,1,three,0.920699526148305,0,three,one,1,two,0.755239956066409,one,0.207938629426719,0,0.0472173695227071,three,0.687909324853169,0.448923616686961,0.825195442751319,two,three,0.170598684689435,0.661679625083988,0.219935802502499,seven,1,0,0.609277543169793,0.613750033506358,0.834767892012436,two,0,three,five,0,0.218757468879352,five,five,one,four,1,1,1,one,eight,two,0.803282227797657,two,1,1,0,1,1,0.359294151714724,one,1,1,four,0.0130378982412478,0.511357047706823,0.71068111480778,three,1,0.110842848418537,three,0.961790696721748,five,six,five,0,five,0,0,0.498745950622416,1,0.919499724925506,0.616285999546094,0,0,0.218475753294978,0.488336725782928,one,one,one,0,0,0.778556880951072,one,three,one,0,two,0.956664269401838,0.692081073158568,0.123742139949409,0.887867783300472,two,six,0,0.255305597321043,0,two,0,two,0,0.0305224460930132,0,0,0.800513651054608,0.273626419974109,three,one,two,five,0,four,0.86187077848059,three,two,0,0.808710809650105,eight,one,six,four,0,three,three,0.758138259849747,0.093707507697813,three,0,three,0.00735007539360133,0.971770637018469,0.930304585821674,three,1,0,0.440841605959671,0,one,0,five,one,0.165763593624989,0,two,1,two,three,five,0.562958901126745,0.673595739148814,1,three,0.477068825391357,0,two,one,0,0.518490944347165,0.365665795040645,0,0.250175678724815,0,0.556798180910448,0.770573857503718,1,0.289677119511491,0.542943603783034,1,0,four,0,1,three,four,0.457012048146719,0,0.885172223730673,five,0,1,0.911908489094318,0.960648813903414,1,0,0.951771285044786,three,0.691313810768248,0.852941130390378,1,0.545830700798769,0.885927140285399,0.571528973118723,0,1,0.646681565687613,0.937325163247291,eight,three,1,four,two,six,0.952082161088897,0,0.817700284482588,0,1,0.217770253453146,three,0.169485573009737,three,one,three,0,0,0.502131175115332,0,1,0,0.0780885295702652,0.927305090293399,0.396391053931743,0.570514983447955,0.681896802435276,1,1,0,three,0,0.338506005829865,0.316596548059334,1,1,0.709129138650135,0.307545284921955,four,1,two,three,two,0.928064706306191,0,three,1,four,0.370433236585372,0,0.369059355774364,0,0.568913225343265,seven,0,0.835419642869097,1
three,0,0.773017639199241,1,0.123540466073057,0,1,five,0.488319482311285,0,0.540585879116322,0.827528966143574,0.180012356573203,0.603237608974751,0.14137666781761,three,three,four,0.303398219148893,1,0,0,three,0.92478694705298,0.553018725233879,0,0,1,three,0.20562025544693,0.047439203355108,0.62542797719564,0,1,0.160525483443482,four,three,three,1,0,three,four,six,1,1,one,0.0938067211666387,0,six,eight,1,two,0.976255254883501,one,0.30105811641648,1,0.270246221406341,seven,0.769243266516768,0.889166905670056,0.117329581003611,two,three,0.543956101145555,0.100276635645075,0.525048173752419,five,1,1,0.850416713878662,0.389448273306275,0.130567047016972,five,1,five,three,0,0.979122533455049,one,four,one,three,0,0,1,five,six,two,0.761523105032391,two,0,1,1,0,0,0.508527490879897,three,1,0,seven,0.71966593041314,0.0133056482659508,0.83097244837426,one,0,0.650039933395387,three,0.757424099388177,seven,eight,five,1,one,1,0,0.463547876792606,0,0.206531225790482,0.309689259234165,0,1,0.329006267023816,0.812584510720437,two,three,two,1,0,0.347639837841904,four,one,five,1,one,0.0372496241714855,0.808850749358331,0.467456960107147,0.906406583302143,two,nine,0,0.573599198527384,1,three,1,four,1,0.572842136396579,0,1,0.301939148404891,0.831723947785447,five,one,one,six,0,four,0.456428352045771,five,three,1,0.516586430167596,seven,three,two,two,1,four,six,0.0184614157191989,0.531711360193457,two,0,four,0.153185687520879,0.546036916110857,0.590972505409787,one,1,0,0.0313556161287714,1,seven,0,three,four,0.946944289924982,1,three,1,three,three,four,0.0778924632273645,0.195550865694662,0,three,0.275874892151947,0,three,two,1,0.811443543628183,0.574788947553157,1,0.772242861686712,0,0.890150153509139,0.63805345817124,1,0.907289249219886,0.868805239612349,0,1,four,0,1,one,one,0.896533453509418,0,0.459225066305418,six,0,1,0.667512910315963,0.946822151312825,0,0,0.329464572828796,three,0.10593524312164,0.737041078889465,0,0.0943712656608179,0.793352064405501,0.759284128566124,1,1,0.411814187352501,0.0468458444301535,one,three,1,one,three,four,0.347818942756983,1,0.331891926255398,0,1,0.313953528225181,five,0.646682737283582,three,three,four,1,1,0.104540168644041,0,1,0,0.194868166056768,0.909671103517651,0.320186313016548,0.542294189156646,0.0176687052909781,1,1,1,two,1,0.80098454372317,0.429216489818782,1,0,0.447482794721882,0.442674563771967,two,0,two,one,seven,0.285136571945319,0,five,0,one,0.723741665109315,1,0.0749178687555782,0,0.573649124913628,six,0,0.0707932415967431,1
five,1,0.935039163086929,1,0.595383102841954,0,1,three,0.119531067110029,1,0.940990087117015,0.632038639754138,0.613186886553618,0.89762997989188,0.107187809763982,one,one,one,0.144831960064619,1,1,1,one,0.603560572431285,0.238220672416937,1,0,1,three,0.697309706650573,0.0850263494288016,0.59938455974585,0,1,0.577655290166801,three,four,two,1,0,three,two,seven,0,0,three,0.371205886006904,0,four,one,0,two,0.693764861918833,three,0.331799539796777,0,0.387151199221544,two,0.994805665148449,0.417055133780467,0.788319684270724,three,two,0.578061019981285,0.712022364572534,0.853480586727354,four,1,1,0.0596974514222696,0.371373045726166,0.930845412173426,two,1,four,one,0,0.741135996798066,five,one,four,three,0,0,1,five,four,one,0.773849153420845,two,0,1,0,1,0,0.576907276101812,two,0,0,five,0.335949442866157,0.754263174368721,0.664592575970853,one,0,0.0730072988069559,one,0.85120825730994,six,five,seven,1,six,1,0,0.949495996819457,0,0.263769500054519,0.97887035549599,1,0,0.294085409210027,0.298952078356883,three,one,five,1,1,0.178076689152497,two,four,one,0,two,0.989627803784037,0.0987697132700817,0.843756618242276,0.172463731006519,two,five,0,0.273918432187986,0,three,0,five,0,0.501371158960927,0,0,0.516747357142466,0.470225666912955,two,one,six,six,0,four,0.306854288561529,three,seven,0,0.919412388484675,six,two,two,three,1,one,five,0.0554731083429417,0.272705005903464,four,1,five,0.435800362235213,0.961865546733058,0.357410056188578,four,1,1,0.83909028065016,1,one,1,two,five,0.409336710519353,1,three,0,three,four,five,0.23020123149725,0.100466165076825,1,three,0.634564912531615,0,three,three,0,0.569512768701601,0.273280551046598,1,0.759959820525143,1,0.573451759431304,0.686148267952514,0,0.411369072167906,0.28954172047151,1,0,one,1,1,three,four,0.452711629556852,0,0.258328938832471,four,1,1,0.474588940017316,0.564347726348025,0,0,0.24317445151094,three,0.890996932012334,0.161243066218684,1,0.144140317596369,0.455038578514872,0.748281424894664,1,0,0.504873858330907,0.317254483437559,nine,two,1,one,three,six,0.247129042122658,1,0.676674075634421,1,1,0.836834327617526,one,0.569104449949295,two,four,six,1,0,0.768958426598066,1,0,0,0.699060616817602,0.0744735007657215,0.996793775615925,0.459485641779464,0.251286720950134,1,0,1,three,0,0.387392932710277,0.1382851291135,0,0,0.0885080679606194,0.769662852449894,one,0,one,two,two,0.926353730823331,0,five,0,five,0.423524983186391,1,0.292136490115826,0,0.364460251439996,four,1,0.904480455098941,1
one,1,0.378938201813976,0,0.146248871678407,1,0,two,0.111371382537064,0,0.920488713016534,0.394597574616366,0.467099546953114,0.941296467603787,0.982731722625216,one,two,one,0.658061905371817,1,0,1,one,0.945393640626725,0.94322361008257,0,1,0,seven,0.47668771934687,0.400019596314109,0.302312360597887,0,1,0.17206314856582,three,six,two,0,1,seven,four,one,1,1,two,0.410685718087243,1,one,eight,1,four,0.381538282767544,two,0.937609973966812,1,0.455044110728562,two,0.326616129979531,0.0390480907674819,0.430219546125231,two,three,0.903104421077512,0.472016799335529,0.796630567949198,seven,0,0,0.586162459139758,0.169326650174303,0.724271058364847,six,1,six,five,1,0.474104836566824,five,one,three,seven,1,1,0,six,six,two,0.650813092189586,three,1,0,0,0,1,0.940949997101745,five,1,0,five,0.68865813334069,0.692421888994054,0.856752024549141,one,0,0.182253608029223,three,0.801505820821459,seven,seven,one,1,one,1,0,0.596874211481615,0,0.0927273499228061,0.409883062894866,0,1,0.868516387225548,0.922550724796804,three,three,two,0,1,0.964723716125318,five,three,three,1,two,0.908970768759541,0.767406000902549,0.398287162007851,0.048730947034124,two,three,0,0.215743827429273,1,one,0,four,1,0.743793947570996,1,0,0.278617645709065,0.5130060677884,four,two,four,four,1,four,0.416279261979011,one,five,0,0.0163232839393258,five,three,one,seven,0,one,six,0.0559452045480752,0.481983700425824,three,1,five,0.530671648381739,0.0167116172305164,0.494196798922241,three,0,0,0.0423067772275471,0,three,1,one,five,0.356287194056251,0,five,0,one,one,one,0.377006099923091,0.510010933428819,0,two,0.219686275370058,1,three,two,0,0.492642232068845,0.13159653748305,0,0.0775340152208492,0,0.456262962553353,0.999159552625697,0,0.556966503310715,0.378709762341782,1,1,one,1,0,one,three,0.975091966252754,0,0.813696955394734,four,0,1,0.419619989889776,0.00470832099368412,0,1,0.976997941429389,one,0.763276378418372,0.222136318830961,1,0.84614459860672,0.0554074527825358,0.544550651491224,1,1,0.0135780229883983,0.171458912353272,three,three,1,four,five,five,0.953570399381471,1,0.904642133117075,0,1,0.689831322999104,six,0.376820367335821,two,five,one,1,0,0.910824759389805,1,1,0,0.447851864808435,0.771720804940713,0.583960200439237,0.524191595467534,0.184120345291572,1,0,1,one,1,0.979547259387199,0.119675088746871,0,1,0.465705904301029,0.193817306899074,six,0,one,one,four,0.441208157669271,1,six,1,three,0.819278222475876,0,0.72591661210076,0,0.575093074612691,five,0,0.840467551958293,0
two,0,0.247172664130908,0,0.470424327794884,0,1,six,0.939919783229771,1,0.634286806995049,0.0467987527353209,0.891023705624516,0.383324824966007,0.932369511849737,one,two,three,0.681473744057784,1,0,1,three,0.0157219559426772,0.0516043394204734,1,1,0,one,0.394054847537856,0.874597608402037,0.164097295170546,0,0,0.078384008587792,three,one,seven,0,0,one,three,five,1,1,two,0.130179773943683,1,three,eight,0,four,0.725674239442323,one,0.0420715249774395,0,0.72516433905925,one,0.933518442488288,0.230371707684543,0.295469101530292,two,one,0.492299577539155,0.82808940480404,0.916297421282718,one,1,0,0.424884460114002,0.464464645076556,0.12624777203607,two,0,six,five,0,0.656804309212679,two,two,one,two,1,0,1,two,one,three,0.403189587071737,one,0,1,0,0,0,0.663788718028171,three,0,1,four,0.900844942759681,0.678688046657638,0.654774252967583,one,0,0.0945222544750136,two,0.725971368402738,four,eight,five,1,seven,1,1,0.856236469216737,1,0.898285065975244,0.427899354105172,1,0,0.748939661775628,0.345202420379869,two,one,four,0,0,0.711698725012221,three,three,three,0,two,0.687826354731854,0.220587760926819,0.613108081899297,0.417580951007712,two,three,0,0.752710576125471,1,two,0,two,1,0.482206222259055,0,0,0.892722195926784,0.262045699747575,two,one,six,four,1,one,0.13287425037244,five,seven,1,0.0258206581740227,nine,three,three,four,0,one,three,0.580477300117758,0.162502255587669,four,0,five,0.718548261685723,0.479836967356102,0.564934405066848,one,1,1,0.740346061670297,0,five,1,five,three,0.363589299994606,0,three,1,four,one,five,0.923251418821838,0.679661867254739,0,two,0.675328957836045,0,one,three,0,0.657757097115805,0.570295367441696,0,0.0504398846813748,0,0.893975354117054,0.574565079679996,1,0.844503091816787,0.405679255788951,1,1,six,1,0,four,two,0.170087429362046,0,0.376737315437779,four,0,1,0.0757153417503172,0.427131120437895,1,1,0.164557165116212,two,0.129954789651086,0.0770919645276107,0,0.70224281012822,0.727945117728229,0.333673879463273,1,0,0.991452050234596,0.949286129195195,nine,one,0,two,four,two,0.913198056020318,1,0.728141003392326,1,1,0.759314161425987,two,0.953390404649279,one,two,four,1,0,0.878900737798637,0,0,1,0.870467440593716,0.118828398995623,0.943511073175691,0.627508658711373,0.916764122076328,1,0,1,two,1,0.531180958013018,0.471465440862471,1,1,0.614534012170187,0.369095559499868,three,0,two,one,three,0.630507415741248,1,six,0,five,0.367185411362344,0,0.970758537819266,0,0.412175062608414,six,0,0.409299241201848,1
three,0,0.523174228109974,1,0.963002424359529,1,1,five,0.970577839811348,0,0.803817075858219,0.0415455379285377,0.745215724698433,0.242780255170582,0.893571304288596,three,one,one,0.331274586938963,0,0,0,one,0.687868971544389,0.841702172430715,0,0,1,seven,0.287367113068831,0.356270120380291,0.436676493087656,0,0,0.471943231416084,one,six,seven,1,0,three,three,four,0,1,one,0.232272656585382,1,four,eight,0,three,0.259477660767186,two,0.73770062867023,1,0.493931500164638,four,0.875844592698895,0.206314405928069,0.840742615282125,three,two,0.877770118699482,0.152281900394468,0.647003504947961,seven,1,1,0.788519995092711,0.554836999278526,0.72614783402315,eight,0,three,one,0,0.0554131064813856,one,six,one,eight,0,1,1,five,five,three,0.579235360758037,two,1,0,1,0,0,0.100145317765754,two,1,0,one,0.89393280518823,0.0459355775001958,0.167828187154489,two,1,0.706311260113075,one,0.801130677664218,seven,seven,seven,1,three,0,0,0.938492354844495,1,0.146846983960997,0.237892356405655,0,1,0.198005015559187,0.143863578681603,two,one,five,0,1,0.147459013821846,one,five,three,1,two,0.614567956955313,0.843267750430715,0.423976557697155,0.416024801072443,one,five,0,0.57869444328685,0,two,0,five,0,0.466569128634668,0,0,0.561567364705712,0.652893511235059,three,two,two,three,0,one,0.350177015123419,one,six,0,0.0384787473869126,two,two,one,two,0,three,two,0.0250357424883874,0.599813506016245,two,1,five,0.0287820704965911,0.939295260682764,0.817918831281531,one,0,0,0.287404717921465,1,two,1,three,four,0.673116259819507,1,one,0,four,three,three,0.926151507961237,0.768373249439792,0,three,0.966044581191541,0,three,four,1,0.891090023858308,0.476112086742601,0,0.331303297982754,1,0.135300759482063,0.0919373342045885,0,0.582276525125204,0.968912651101909,0,0,two,1,0,two,five,0.996771742184464,1,0.645189060492722,four,0,0,0.834681419526883,0.488933458533658,0,1,0.586831466838188,one,0.685113092865016,0.586943698961442,1,0.156391422500869,0.764352724689535,0.998851432076387,1,1,0.185101438263348,0.295437243371355,eight,four,1,two,four,four,0.391192098814718,1,0.99520544112685,0,1,0.252784174773654,one,0.0250031242872401,two,five,one,1,1,0.738998231254355,0,1,0,0.475552275224886,0.879875035108847,0.0636827455441941,0.0492217385203978,0.502513778439275,1,0,0,one,1,0.0221043395508823,0.939875195840726,0,0,0.773506251389232,0.525393574369094,seven,0,four,two,three,0.191865426310473,0,one,0,four,0.44328793485147,0,0.248870082339318,1,0.782713572610118,five,0,0.0610508916605433,1
five,0,0.296862684927555,0,0.0295077740954615,1,0,seven,0.180574122766148,0,0.000302329187822026,0.0539910139712085,0.481802790381349,0.490566291991261,0.0657050994919087,one,three,three,0.596900214444233,1,0,1,three,0.214762045478246,0.745289083768728,0,0,1,one,0.759373624436742,0.0972849976255591,0.904604960620661,0,1,0.158023969427415,four,seven,three,0,1,nine,one,nine,1,1,one,0.0328205079151895,1,four,two,1,one,0.847133890258443,one,0.172750313565757,1,0.656042799359591,five,0.241818928097277,0.228964147561224,0.0822489620136583,three,three,0.421783246401525,0.517102862394083,0.307623550369076,five,1,1,0.650658172505092,0.64395152966999,0.409093844290495,eight,1,six,five,0,0.572166986579269,six,five,two,four,1,1,1,four,six,three,0.312106858676405,three,1,0,1,0,0,0.799858914317645,five,0,0,two,0.562612845013287,0.390331165558005,0.165333531863302,four,0,0.630471071741883,three,0.889157569251705,four,four,seven,1,two,0,1,0.893682617539216,1,0.804898044460863,0.165695654851348,1,0,0.901049750749908,0.0107589235960812,one,two,two,1,0,0.00183754146084614,one,four,four,0,one,0.454753593056046,0.306561845405098,0.90557305658313,0.564328055898039,one,nine,0,0.938832958221733,0,one,1,four,1,0.582227532957877,0,1,0.432857632346696,0.0354499754823473,four,one,three,six,0,four,0.452118042113546,one,five,0,0.960765823698913,five,one,four,three,0,five,two,0.0544935531128571,0.335524080461052,four,1,one,0.870618051387944,0.0386372491696436,0.292541655841062,three,1,1,0.719641489067988,1,two,1,one,two,0.95092781681736,1,five,0,four,two,four,0.737764508970468,0.793397167827955,0,one,0.362825127652721,0,two,four,0,0.569695327616571,0.568577497383556,0,0.732596321648772,1,0.818703413445478,0.193979100265778,1,0.954636953054369,0.114587602480105,0,0,six,1,0,three,two,0.0521859385765697,0,0.21393970255547,two,1,0,0.773259343561463,0.0922673641391696,1,0,0.629953122317748,one,0.486790662459158,0.408864637923361,0,0.140091968170141,0.498008114262822,0.848114898632361,0,0,0.731522843302,0.106059931030181,eight,four,1,three,one,six,0.428873423549981,0,0.87471453071496,0,0,0.247471497354638,six,0.765378597653711,two,six,two,1,0,0.224637347037155,0,0,0,0.683877378106736,0.59064074467024,0.390990809585234,0.830149444016282,0.388290034468961,0,1,1,one,0,0.0835314877397918,0.348026371880572,1,0,0.692133940608512,0.213513066510924,four,0,three,two,six,0.847088252826102,0,six,1,three,0.937917026415433,1,0.78837745050726,1,0.779958869532938,four,0,0.572236684153802,0
one,1,0.489109524180372,0,0.738924155593661,0,1,seven,0.532612675647137,1,0.389994924549062,0.938397865642289,0.110745271165453,0.0981208087963612,0.173790357377232,three,two,two,0.0826933935164987,1,1,1,one,0.425499551675861,0.628423878763726,1,0,1,six,0.308479608273701,0.704410661637173,0.697701405020759,0,1,0.0327246795562959,two,five,six,1,0,nine,two,two,0,1,one,0.381467492000402,1,seven,five,1,two,0.196450668657458,two,0.438628156176451,0,0.995026459465248,four,0.693754730475841,0.357381642478654,0.530888686226679,one,three,0.466328499170361,0.356197885690837,0.953392724346812,four,1,1,0.458089915384296,0.428280564571112,0.402327018784139,seven,0,one,four,1,0.872227944935608,three,one,three,six,0,1,0,three,nine,three,0.820825084674043,one,1,1,1,1,1,0.834346592417737,three,0,0,six,0.782371386442108,0.942978527999297,0.397485744901467,four,0,0.235187835616153,two,0.750303455402671,one,two,eight,1,two,0,1,0.406506647083141,1,0.221243601809891,0.0563293325452345,0,0,0.270647101533489,0.888562150921542,three,three,four,0,1,0.457127513922431,four,two,four,0,two,0.217587964322692,0.0488780680372711,0.00475039967970159,0.406914129315089,two,seven,1,0.461578820151233,1,three,1,five,1,0.530148650757827,0,1,0.465803824166292,0.930834026777538,five,one,four,six,1,four,0.209447774715473,two,five,0,0.299067010247554,one,three,two,five,1,three,seven,0.316346715760441,0.10550096856993,two,0,four,0.0571116017576031,0.753808635347117,0.309540496800512,two,0,0,0.425696410564705,1,one,0,five,three,0.627114051336419,1,three,1,four,two,two,0.189804770317519,0.66488142473699,0,one,0.259261604557284,0,three,three,1,0.124003354100997,0.441871918511383,1,0.487500154325379,1,0.514551624159944,0.805094609307302,0,0.919600453273758,0.732940891850007,0,1,five,0,0,two,one,0.227928167686867,1,0.825809609680155,two,1,0,0.891072942056318,0.324183675788188,1,1,0.255940925046274,two,0.251268215021943,0.500369290720859,0,0.568442226596975,0.0828995255949028,0.070501937844994,1,0,0.249723120541296,0.73841609669796,eight,four,1,two,two,one,0.284520579438893,0,0.241448273050622,1,1,0.596564403017214,four,0.650495819922453,three,one,one,1,1,0.553649415421117,1,0,0,0.983311326742768,0.851841334187719,0.509438145405643,0.250041484622383,0.542674267687214,0,1,1,two,0,0.0641366992880009,0.522456604194394,0,0,0.724267587313642,0.287748830297916,eight,0,four,three,one,0.856106882901638,0,five,0,three,0.308344826275996,0,0.578097212744728,0,0.538451765369199,five,1,0.46190732685097,0
